"STRLocus","Length","RepeatUnits","GC_STR","GC_Flank","GC_Diff","SequenceComplexity","Missingness","Mean_Posterior","Mean_Indel","Mean_Stutter","He","MeanHe","MinimumHe","MaximumHe","JostD","Probability"
"11:1090977-1090986",1,10,0,35,35,0.55,0.017241379,1,0.751313688,3.407229195,0.170622635,0.063934976,0,0.441176471,0.010726169,0.60527913
"11:1091936-1091962",4,6.75,29.62962963,50,20.37037037,0.57,0,1,0.434797938,0.874872042,0.639359511,0.506302494,0,0.833333333,0.372852843,0.80315304
"11:1094785-1094798",1,14,0,28,28,0.57,0.022988506,0.999235294,2.248832381,18.27064996,0.490985033,0.322408309,0,1,0.006882793,0.989960381
"11:1096567-1096590",6,4,87.5,56,31.5,0.56,0.022988506,1,0.887095867,0.083384969,0.24698921,0.143585522,0,0.571428571,0.039638353,0.60934268
"11:1103684-1103703",1,20,0,48,48,0.6,0.057471264,0.936097561,4.480994995,26.05995935,0.574068532,0.531088013,0,1,0.286025555,0.739262597
"11:1103911-1103929",1,19,5.263157895,41,35.73684211,0.59,0.011494253,1,1.035905916,9.281248356,0.259825921,0.134998583,0,0.533333333,0.068588027,0.776072755
"11:1118171-1118185",5,3,20,39,19,0.58,0.034482759,1,2.095733207,0.100149337,0.482392358,0.353628401,0,0.666666667,0.15157651,0.751519817
"11:1118272-1118295",5,4.8,45.83333333,41,4.833333333,0.58,0.005747126,1,0.54289321,0.043489252,0.251781153,0.225991231,0,0.666666667,0.097960766,0.317982191
"11:1119188-1119216",6,4.83333,55.17241379,64,8.827586207,0.6,0.017241379,1,0.22595485,0.067147641,0.252769178,0.127320838,0,0.512820513,0.031224144,0.630622859
"11:1126523-1126533",3,3.66667,63.63636364,63,0.636363636,0.57,0.040229885,0.991796407,1.268375091,0.502287932,0.266286704,0.170393742,0,0.517241379,0.054633719,0.531608375
"11:1126532-1126546",3,5,66.66666667,60,6.666666667,0.56,0.057471264,0.986707317,1.192523623,0.450326336,0.27742032,0.187709759,0,0.666666667,0.066097217,0.695469282
"11:1130299-1130318",1,20,0,51,51,0.6,0.063218391,0.847668712,3.463387328,14.78683495,0.544345982,0.282134071,0,0.761904762,0.27708457,0.879885028
"11:1133163-1133189",7,3.85714,11.11111111,48,36.88888889,0.59,0.086206897,1,0.892887757,0.46021757,0.418358411,0.257972028,0,0.546666667,0.325533436,0.773506697
"11:1138993-1139005",1,13,100,59,41,0.56,0.040229885,0.99994012,1.805577596,14.61491003,0.488781473,0.501196052,0,1,0.377078141,0.698922567
"11:1144248-1144265",1,18,0,44,44,0.58,0.040229885,0.91742515,3.725596651,23.58234882,0.530048337,0.460055353,0,1,0.324422211,0.720187914
"11:1155428-1155460",1,33,6.060606061,46,39.93939394,0.57,0.068965517,0.981358025,1.772492205,15.49405628,0.410397976,0.314141851,0,1,0.000542745,0.914415176
"11:1160475-1160500",1,26,3.846153846,32,28.15384615,0.57,0.057471264,0.98902439,1.973587756,21.30944021,0.61446955,0.490020223,0,1,0.344831427,0.98017064
"11:1161042-1161063",1,22,0,33,33,0.57,0.103448276,0.990384615,2.212666459,13.67147009,0.392638544,0.341567865,0,0.666666667,0.051112177,0.654895436
"11:1162771-1162787",4,4.25,23.52941176,38,14.47058824,0.59,0.057471264,0.999939024,1.33464788,0.293009844,0.177165943,0.159564696,0,0.5,0.001242622,0.200281007
"11:1167239-1167267",6,4.83333,31.03448276,44,12.96551724,0.59,0.022988506,0.995114943,0.423026688,0.236525124,0.373895408,0.260900538,0,0.666666667,0.368238937,0.666017433
"11:1169728-1169747",4,5,75,57,18,0.59,0.011494253,0.997093023,0.444059505,0.179072253,0.639262886,0.305958115,0,1,0.169666513,0.998603717
"11:1171191-1171201",3,3.66667,63.63636364,56,7.636363636,0.59,0.017241379,0.997719298,0.43911228,0.106183288,0.15122119,0.071673009,0,0.290381125,0,0.211459972
"11:1179985-1180073",9,9.88889,65.16853933,53,12.16853933,0.57,0.063218391,1,0.612556494,0.794266584,0.532423569,0.416525622,0,1,0.598821455,0.883427061
"11:1191076-1191095",6,3.33333,70,54,16,0.58,0.011494253,1,0.426286873,0.082016212,0.579831361,0.233621035,0,0.604597701,0.453278521,0.990402203
"11:1194857-1194875",5,3.8,42.10526316,56,13.89473684,0.57,0.022988506,1,0.575837249,0.265028222,0.142081448,0.146094384,0,0.666666667,0.015606975,0.260491193
"11:1203993-1204010",3,6,66.66666667,46,20.66666667,0.59,0.045977011,0.979096386,2.690314217,1.678942804,0.72807594,0.534991165,0,1,0.243104849,0.979272772
"11:1215618-1215635",4,4.5,27.77777778,32,4.222222222,0.56,0.005747126,1,0.737676653,0.65983551,0.581529776,0.556999287,0,1,0.268144375,0.588140356
"11:1216445-1216464",4,5,20,38,18,0.59,0.005747126,1,0.297869245,0.035527543,0.100551149,0.0760428,0,0.5,0.006367939,0.201844411
"11:1217202-1217212",2,5.5,45.45454545,33,12.45454545,0.56,0,1,1.493406941,0.18912643,0.011494253,0.090909091,0,1,0,0.314575524
"11:1217369-1217385",1,17,0,45,45,0.58,0.028735632,0.945147929,3.648263471,18.00674202,0.359819668,0.227976388,0,0.555555556,0.087918983,0.600333824
"11:1221486-1221518",9,3.66667,72.72727273,62,10.72727273,0.55,0.063218391,0.994294479,0.740818311,0.180860054,0.523517382,0.530654144,0,1,0.321209801,0.513798101
"11:1223871-1223882",1,12,0,25,25,0.54,0.005747126,1,1.229642773,4.00466932,0.495631133,0.235096625,0,0.666666667,0.00142373,0.995271849
"11:1233920-1233941",6,3.66667,50,58,8,0.57,0.028735632,1,0.878245068,0.09697877,0.035221189,0.097019287,0,1,0.041482283,0.418621005
"11:1238533-1238543",3,3.66667,63.63636364,34,29.63636364,0.6,0,1,0.621880001,0.012815352,0.129160853,0.11325995,0,0.666666667,0.018502348,0.32800951
"11:1242763-1242797",9,3.88889,68.57142857,56,12.57142857,0.58,0.011494253,1,0.575644693,0.163548757,0.325989392,0.268990356,0,0.666666667,0.128539584,0.44627654
"11:1253383-1253405",1,23,0,54,54,0.6,0.051724138,0.873333333,3.978263815,20.51830998,0.793422025,0.680891515,0,1,0.632483479,0.863361994
"11:1263352-1263379",8,3.5,21.42857143,29,7.571428571,0.53,0.022988506,1,3.513998263,0.0454451,0.536094675,0.106849412,0,0.5,0.508155776,0.99699775
"11:1263567-1263584",1,18,0,43,43,0.58,0.08045977,0.9204375,3.152957951,22.88661711,0.646698113,0.628550232,0.333333333,1,0.192052826,0.806760689
"11:1265864-1265874",3,3.66667,36.36363636,39,2.636363636,0.6,0,1,0.356238079,0.007427213,0.139060528,0.049347107,0,0.476190476,0,0.444249632
"11:1267147-1267160",1,14,0,46,46,0.58,0.040229885,0.999700599,1.883344474,19.01345173,0.272707597,0.09570052,0,0.512820513,0.121257251,0.877669423
"11:1277480-1277491",4,3,75,55,20,0.57,0.045977011,1,0.918858004,0.031120008,0.145235487,0.052140452,0,0.325925926,0.036408508,0.315656352
"11:1282441-1282464",8,3,62.5,66,3.5,0.56,0.022988506,0.994117647,0.480742574,0.045834416,0.023459798,0.093990755,0,1,0.070634374,0.386218222
"11:1282452-1282475",8,3,70.83333333,62,8.833333333,0.58,0.028735632,0.98964497,0.510244344,0.030860258,0.236545506,0.084066114,0,0.466393922,0.22241271,0.706812577
"11:1289610-1289620",1,11,100,58,42,0.58,0.074712644,0.970310559,2.198357549,13.69123035,0.62189441,0.4806326,0,0.904761905,0.544510624,0.956067636
"11:1302762-1302791",3,10,30,58,28,0.59,0.045977011,0.994578313,0.794804407,1.683389295,0.478276743,0.3589599,0,0.833333333,0.196739719,0.836955767
"11:1311745-1311832",8,11,69.31818182,53,16.31818182,0.58,0.040229885,0.98497076,1.408510263,1.697548496,0.61162465,0.456082956,0,1,0.58122073,0.939377725
"11:1316861-1316877",4,4.25,52.94117647,49,3.941176471,0.55,0,1,0.715650465,0.126218005,0.520164773,0.335818463,0,1,0.395175722,0.970833386
"11:1319792-1319807",1,16,6.25,50,43.75,0.56,0.011494253,0.998604651,1.029102443,12.31614035,0.500747994,0.457885298,0,1,0.144434061,0.931926221
"11:1322500-1322518",6,3.16667,15.78947368,50,34.21052632,0.58,0.022988506,1,3.666262314,0.025787128,0.121754264,0.064418956,0,0.458333333,0.054194847,0.292485735
"11:1326646-1326662",2,8.5,52.94117647,66,13.05882353,0.57,0.022988506,1,0.587207208,1.734535585,0.15377654,0.131677155,0,0.666666667,0.156862269,0.310353215
"11:1330632-1330643",1,12,0,45,45,0.56,0.022988506,0.999823529,1.967092985,12.11372913,0.61796032,0.464587675,0,1,0.414681673,0.994153276
"11:1333281-1333312",7,4.57143,3.125,50,46.875,0.6,0.08045977,1,0.947637219,0.096922906,0.42759434,0.129078675,0,0.52173913,0.358047141,0.977598466
"11:1333302-1333328",8,3.375,18.51851852,38,19.48148148,0.58,0.063218391,0.999815951,1.270181202,0.374532921,0.211770052,0.130207692,0,0.508333333,0.371374397,0.404677772
"11:133818-133833",1,16,6.25,42,35.75,0.58,0.005747126,1,0.848949653,11.08552462,0.412353811,0.438916037,0,1,0.18786252,0.740738465
"11:1342586-1342640",8,6.875,61.81818182,63,1.181818182,0.58,0.005747126,0.989364162,0.668890722,0.452887968,0.784177981,0.688551848,0,1,0.527486111,0.78682928
"11:1349343-1349352",1,10,0,60,60,0.57,0.028735632,0.995857988,1.188008162,7.425115318,0.182023105,0.161008909,0,1,0.053283747,0.718801134
"11:1352258-1352270",1,13,0,33,33,0.55,0.074712644,0.977018634,1.775778202,18.97413713,0.275621118,0.249919266,0,1,0.061117667,0.647246446
"11:1352623-1352644",5,4.4,22.72727273,34,11.27272727,0.55,0,1,1.600508464,0.1464106,0.354727261,0.286292302,0,0.666666667,0.280038906,0.445477466
"11:1357660-1357675",1,16,0,36,36,0.58,0.022988506,0.879411765,1.945351094,16.19061108,0.731221719,0.666433582,0,1,0.41649207,0.739564468
"11:1359020-1359039",1,20,0,36,36,0.57,0.022988506,0.992058824,1.876743079,20.79586844,0.325513401,0.144672004,0,0.692307692,0.03053343,0.930923888
"11:1361563-1361574",1,12,0,30,30,0.55,0.08045977,0.9961875,2.276733713,13.66688569,0.370990566,0.264354425,0,1,0.098584457,0.954380075
"11:1363612-1363624",2,6.5,0,60,60,0.55,0.08045977,0.9994375,4.044896115,4.005956519,0.268789308,0.251594858,0,0.666666667,0.054644911,0.338467575
"11:1365978-1365999",6,3.66667,68.18181818,57,11.18181818,0.58,0.034482759,1,0.691052732,0.194658901,0.684345595,0.61169855,0.4,1,0.462911253,0.907304659
"11:1376977-1377008",6,5.33333,37.5,68,30.5,0.55,0.057471264,0.991341463,0.590136956,0.372012148,0.349543618,0.331552633,0,0.8,0.232305068,0.447215672
"11:1380760-1380773",1,14,0,41,41,0.6,0,0.998850575,1.583135806,20.28735884,0.385688659,0.20380268,0,0.666666667,0,0.956000133
"11:1389614-1389632",3,6.33333,63.15789474,34,29.15789474,0.59,0.011494253,1,0.567134181,0.253958906,0.464504284,0.180681913,0,0.516072472,0.333094147,0.957036029
"11:1391434-1391445",1,12,0,41,41,0.55,0.045977011,0.999216867,1.60508802,16.0780251,0.502592187,0.289517058,0,0.666666667,0.47372804,0.986501113
"11:1415729-1415756",1,28,3.571428571,49,45.42857143,0.6,0.057471264,0.892134146,3.1614582,20.95796159,0.789615442,0.665679144,0,1,0.308656423,0.915660502
"11:1426112-1426131",6,3.33333,70,52,18,0.58,0,1,0.997977529,0.391329407,0.726463358,0.693146791,0.341666667,1,0.415521597,0.766656718
"11:1441306-1441323",1,18,0,50,50,0.58,0.068965517,0.921666667,3.396672665,16.72633278,0.523502799,0.428148648,0,1,0.361783342,0.836877347
"11:1441467-1441489",1,23,4.347826087,44,39.65217391,0.59,0.034482759,0.894940476,2.491281771,27.29434803,0.52708868,0.422282766,0,1,0.220588697,0.699976268
"11:1444035-1444061",9,3,44.44444444,59,14.55555556,0.57,0.040229885,0.986526946,0.800517529,0.160272063,0.343770291,0.183813932,0,0.714285714,0.236350987,0.902920012
"11:144961-144979",1,19,5.263157895,40,34.73684211,0.6,0.005747126,0.997225434,1.137606457,13.54768755,0.384393064,0.183264394,0,0.666666667,0.349102665,0.969627016
"11:1480562-1480574",1,13,0,43,43,0.6,0.005747126,0.997572254,1.556292839,18.73348517,0.351861809,0.295734881,0,1,0.296951681,0.881337547
"11:1481129-1481161",2,16.5,3.03030303,50,46.96969697,0.59,0.045977011,0.98813253,0.686962091,10.18918514,0.73815261,0.55785104,0,1,0.50698073,0.95103876
"11:1481977-1481989",4,3.25,23.07692308,39,15.92307692,0.54,0.057471264,0.994878049,1.819015878,0.285205559,0.555214724,0.283361713,0,1,0.524070755,0.995482215
"11:1496175-1496209",8,4.375,31.42857143,23,8.428571429,0.52,0.045977011,1,1.622076621,0.037438852,0.13705732,0.151731148,0,0.666666667,0.029840288,0.233476756
"11:1503390-1503422",9,3.66667,66.66666667,64,2.666666667,0.55,0.040229885,0.999520958,4.41988973,0.373552491,0.146742659,0.119735428,0,0.6,0.206397777,0.29595642
"11:1508880-1508920",9,4.55556,41.46341463,65,23.53658537,0.59,0.005747126,1,0.4174814,0.010001575,0.169848098,0.156230945,0,0.571428571,0.068564896,0.204721078
"11:150981-151007",9,3,59.25925926,52,7.259259259,0.59,0.011494253,1,0.41670947,0.021370419,0.12246702,0.098806624,0,0.571428571,0.048175422,0.267488421
"11:1529340-1529349",3,3.33333,70,54,16,0.57,0.051724138,1,0.726235219,0,0.047597931,0.12325856,0,1,2.56e-05,0.380981787
"11:1529582-1529597",1,16,0,53,53,0.58,0.022988506,0.985,2.665760497,23.39903353,0.52015315,0.116023976,0,0.5,0.063237347,0.998541388
"11:1533824-1533837",1,14,0,50,50,0.59,0.022988506,0.995647059,1.443298232,17.97093793,0.494535329,0.258796501,0,0.666666667,0.398217236,0.989122164
"11:1543409-1543425",1,17,0,50,50,0.59,0.034482759,0.970059524,2.918529655,21.51463184,0.532007414,0.255041079,0,0.580882353,0.358255761,0.987060427
"11:1543775-1543786",2,6,50,44,6,0.59,0.005747126,1,0.644565691,0.923658945,0.205672805,0.219445697,0,1,0.219423919,0.522405769
"11:1545470-1545487",1,18,0,52,52,0.59,0.063218391,0.923312883,2.992713084,18.71524816,0.433537832,0.269215817,0,0.552910053,0.067029263,0.681117802
"11:1552059-1552074",5,3.2,43.75,58,14.25,0.57,0.08045977,0.998875,0.898624966,0.25942737,0.453380503,0.452900343,0,1,0.371689018,0.573546181
"11:1553470-1553481",4,3,50,48,2,0.58,0.011494253,1,0.45490545,0.004371394,0.067727458,0.13222712,0,1,0,0.392351791
"11:1561483-1561501",4,4.75,31.57894737,53,21.42105263,0.53,0.022988506,1,1.712752821,0.087096184,0.113122172,0.088951807,0,0.625,0.020306665,0.334274549
"11:156373-156387",2,7.5,46.66666667,43,3.666666667,0.57,0.022988506,0.999705882,0.601000812,3.466858285,0.269613644,0.325109993,0,1,0.096011596,0.333176907
"11:1575511-1575520",1,10,100,52,48,0.57,0.005747126,0.989768786,0.867621657,13.87067756,0.679526818,0.434547632,0,1,0.351483186,0.996984964
"11:1580280-1580295",1,16,0,44,44,0.53,0.086206897,0.964150943,3.511607094,25.83786926,0.429583632,0.3576673,0,1,0.110377305,0.834803743
"11:1581733-1581749",1,17,0,48,48,0.59,0.040229885,0.938562874,3.079081045,21.25567811,0.537912128,0.389138888,0,1,0.354974305,0.949730353
"11:1583343-1583359",3,5.66667,64.70588235,54,10.70588235,0.57,0.022988506,1,0.672685671,1.083286552,0.080125305,0.123692324,0,1,0.174217075,0.444827145
"11:1590064-1590110",9,5.22222,65.95744681,56,9.957446809,0.57,0.028735632,0.99704142,0.590948923,0.200967577,0.543110735,0.443879461,0,1,0.170317257,0.889213931
"11:1592760-1592769",1,10,0,40,40,0.57,0,1,0.483780892,3.240749608,0.430536177,0.385257489,0,1,0,0.933193497
"11:1593393-1593423",4,7.75,19.35483871,58,38.64516129,0.59,0.063218391,0.995398773,0.722706746,1.22050016,0.576762857,0.554307729,0,1,0.292388102,0.61595054
"11:1601146-1601171",2,13,0,35,35,0.59,0.022988506,0.967588235,0.965967314,14.36277965,0.632718413,0.494800525,0,0.833333333,0.300512863,0.855208047
"11:1602002-1602013",3,4,33.33333333,35,1.666666667,0.6,0.005747126,1,0.494802289,0.064888266,0.187525205,0.113591201,0,0.5,0.016664327,0.381675894
"11:1609893-1609905",1,13,0,32,32,0.55,0.017241379,0.991695906,1.749339145,14.34408715,0.508496732,0.413372329,0,1,0.243481547,0.965449519
"11:1613798-1613812",1,15,0,22,22,0.56,0,1,1.009688998,15.99430902,0.391203242,0.259052605,0,0.666666667,0,0.909187562
"11:1622793-1622805",4,3.25,0,40,40,0.56,0,1,1.23486418,0.076397424,0.170553452,0.257063742,0,1,0.039744541,0.249434585
"11:1622799-1622824",6,4.33333,0,50,50,0.59,0,1,0.807461139,0.511043701,0.170553452,0.257063742,0,1,0.039744541,0.243572064
"11:1629097-1629130",9,3.77778,61.76470588,59,2.764705882,0.58,0.034482759,0.998630952,1.564248728,4.995314453,0.484816082,0.418498012,0,1,0.500100516,0.77937398
"11:1637952-1637965",2,7,0,48,48,0.54,0.011494253,0.994534884,0.834593165,5.296414711,0.13253094,0.22255744,0,1,0.044063732,0.242315761
"11:1638693-1638710",1,18,0,46,46,0.58,0.022988506,0.925411765,2.458232108,30.16507078,0.466063348,0.332219232,0,0.666666667,0.262769178,0.637678574
"11:1643809-1643818",2,5,50,74,24,0.57,0.034482759,1,0.673154451,0.099965776,0.046763616,0.069992129,0,0.666666667,0,0.218096333
"11:1647913-1647929",1,17,0,55,55,0.56,0.08045977,0.93375,4.371157411,18.82982944,0.537421384,0.3365389,0,1,0.315825384,0.978177667
"11:165492-165515",5,4.8,62.5,42,20.5,0.56,0.011494253,1,0.377766194,0.247011897,0.692710458,0.507498702,0,1,0.434875607,0.963985084
"11:166621-166646",1,26,0,44,44,0.6,0.022988506,0.988588235,2.283169403,24.62310312,0.405638705,0.321802376,0,0.666666667,0.334325717,0.717640727
"11:1667352-1667363",2,6,50,46,4,0.58,0.040229885,1,1.161377963,0.785863598,0.134189452,0.208486538,0,1,0.005651732,0.331567231
"11:1668181-1668192",1,12,0,33,33,0.53,0.034482759,1,1.290483176,9.956385902,0.22897063,0.146134299,0,0.666666667,0.329278185,0.716333186
"11:1671038-1671048",3,3.66667,36.36363636,52,15.63636364,0.54,0.08045977,1,2.74828608,0.045845976,0.037028302,0.139393939,0,1,0.084759946,0.273568436
"11:1673048-1673073",6,4.33333,61.53846154,59,2.538461538,0.56,0.028735632,1,0.604127158,0.057182298,0.146097492,0.110894792,0,0.666666667,0.048178686,0.428849507
"11:1673579-1673597",1,19,0,48,48,0.58,0.011494253,0.942267442,3.024575064,35.2161992,0.679110567,0.535844716,0,1,0.476383531,0.961274022
"11:167443-167456",3,4.66667,64.28571429,62,2.285714286,0.58,0,1,0.746436751,0.223216255,0.492791177,0.405573962,0,1,0,0.873937721
"11:167455-167465",3,3.66667,36.36363636,62,25.63636364,0.56,0.005747126,1,0.817464144,0.096476539,0.486758973,0.404418105,0,1,0,0.869722392
"11:1674858-1674869",1,12,0,48,48,0.6,0.011494253,0.999593023,1.201164133,13.71554672,0.352713178,0.222820374,0,0.666666667,0.11603473,0.904290717
"11:1678860-1678885",6,4.33333,50,69,19,0.56,0.011494253,1,0.508333964,0.199124374,0.201074391,0.25031666,0,1,0.046161318,0.403881653
"11:168274-168283",1,10,0,34,34,0.58,0.017241379,1,1.998517894,5.137384065,0.283316133,0.31506411,0,1,0.069659698,0.638417336
"11:1685852-1685879",8,3.5,64.28571429,56,8.285714286,0.54,0.040229885,0.999041916,0.686168704,0.059294069,0.545559483,0.28618943,0,0.733333333,0.378431054,0.978010031
"11:1685904-1685937",4,8.5,50,64,14,0.56,0.045977011,0.999520958,2.507121819,1.119062464,0.622702703,0.685514763,0.2,1,0.524455388,0.25783497
"11:168604-168618",1,15,0,41,41,0.57,0.040229885,0.985269461,3.485581193,21.42944003,0.27631484,0.126901158,0,0.57635468,0.035953149,0.787961746
"11:1692425-1692453",9,3.22222,72.4137931,56,16.4137931,0.58,0.017241379,0.999824561,0.980212204,0.079388593,0.379153767,0.391647387,0,1,0.063025771,0.537459241
"11:1693414-1693430",3,5.66667,64.70588235,62,2.705882353,0.57,0.005747126,0.99982659,0.744518222,0.359597814,0.549737868,0.389017075,0,1,0.294643318,0.95542782
"11:1693429-1693439",3,3.66667,63.63636364,59,4.636363636,0.58,0.011494253,1,0.865272077,0.243754776,0.208010336,0.285520423,0,1,0.196982603,0.254055087
"11:1714492-1714508",5,3.4,82.35294118,59,23.35294118,0.6,0.022988506,1,0.475039494,0.063852047,0.121754264,0.100059963,0,0.6,0.206984326,0.26807244
"11:1714495-1714510",5,3.2,75,60,15,0.59,0.022988506,1,0.48673126,0.074231402,0.385938044,0.366211071,0,1,0.239794869,0.657232585
"11:1722645-1722673",5,5.8,17.24137931,60,42.75862069,0.59,0.028735632,1,0.667898954,0.594999109,0.457452804,0.418498137,0,1,0.086648938,0.735372574
"11:1730125-1730154",6,5,20,50,30,0.58,0.045977011,1,0.778646863,0.087315373,0.518656444,0.500341036,0,1,0.185689823,0.629922873
"11:1740901-1740919",3,6.33333,63.15789474,41,22.15789474,0.55,0,1,0.664839511,0.115303625,0.011494253,0.090909091,0,1,0,0.309363998
"11:174628-174637",1,10,100,49,51,0.6,0.040229885,0.982095808,1.9058731,15.12049024,0.554938316,0.278464698,0,0.761904762,0.457645323,0.989994693
"11:1749360-1749379",6,3.33333,45,55,10,0.56,0.005747126,1,1.718691003,0.0385353,0.163059551,0.079771348,0,0.325,0.001235273,0.24321239
"11:1751259-1751277",6,3.16667,47.36842105,64,16.63157895,0.45,0.074712644,0.995031056,0.788208267,0.149681843,0.312888199,0.355617909,0,1,0.131647233,0.461087716
"11:1760852-1760881",9,3.33333,53.33333333,59,5.666666667,0.56,0.022988506,0.995294118,1.719525315,0.032864746,0.226662026,0.200241407,0,1,0.053294999,0.768431411
"11:1768504-1768557",8,6.75,64.81481481,60,4.814814815,0.59,0.022988506,0.997093023,0.380342368,0.244175376,0.321737625,0.370178799,0,1,0.591870262,0.266229207
"11:1773865-1773879",2,7.5,53.33333333,58,4.666666667,0.55,0.005747126,0.998612717,1.951186515,3.391823111,0.23477618,0.203210283,0,1,0.078464169,0.74083108
"11:1783637-1783649",1,13,0,33,33,0.58,0.022988506,0.995529412,2.254789486,11.6872814,0.543125653,0.482539101,0,1,0.28729995,0.954489131
"11:1786183-1786192",1,10,100,52,48,0.6,0.034482759,0.957738095,1.836971206,18.65066449,0.772740234,0.584209828,0,1,0.504991907,0.987410503
"11:178788-178808",1,21,0,45,45,0.61,0.086206897,0.909056604,3.622845355,22.81206108,0.722872383,0.754031458,0.333333333,1,0.265074438,0.646485933
"11:1791252-1791275",3,8,66.66666667,54,12.66666667,0.57,0.022988506,0.999883721,0.409340267,1.995373358,0.54989899,0.472306882,0,1,0.370757124,0.791726753
"11:1797645-1797657",3,4.33333,100,63,37,0.57,0.005747126,1,0.54621391,0.10393775,0.129856163,0.043674619,0,0.413793103,0,0.353909695
"11:1802724-1802733",3,3.33333,70,58,12,0.58,0.005747126,1,0.386067505,0.004252851,0.429627638,0.348617679,0,1,0.001920406,0.87608783
"11:181093-181125",2,16.5,3.03030303,55,51.96969697,0.59,0.011494253,0.996104651,0.353107488,1.662862303,0.101591187,0.157579577,0,1,0.043540843,0.329825374
"11:1811932-1811948",1,17,0,46,46,0.58,0.057471264,0.946158537,2.511908946,22.61214405,0.574966332,0.442391299,0,1,0.318667926,0.951199252
"11:1816479-1816492",1,14,0,53,53,0.57,0.028735632,0.996627219,1.84222414,19.52169853,0.468723584,0.3878264,0,1,0.142378801,0.949526431
"11:1821320-1821351",5,6.4,18.75,33,14.25,0.53,0.022988506,1,0.779242975,0.725292003,0.795196659,0.617121561,0,1,0.584812854,0.946576459
"11:1828248-1828266",2,9.5,52.63157895,59,6.368421053,0.58,0.045977011,0.999879518,1.031297829,9.446154748,0.370354144,0.349102596,0,1,0.121923033,0.671275912
"11:1829433-1829445",1,13,0,43,43,0.57,0.022988506,0.997823529,2.435617764,14.72595306,0.367351201,0.377996226,0,1,0.260297046,0.733797544
"11:1842463-1842480",1,18,0,34,34,0.58,0.051724138,0.960787879,3.338891444,24.03614216,0.36082779,0.322097238,0,1,0.081043236,0.653839767
"11:1847212-1847223",3,4,66.66666667,54,12.66666667,0.58,0.011494253,1,0.684626997,0.067370108,0.502923977,0.179670918,0,1,0,0.998777251
"11:1851620-1851652",7,4.71429,72.72727273,57,15.72727273,0.57,0.011494253,1,0.636844021,0.133805308,0.601931185,0.546961049,0,1,0.123874552,0.74670588
"11:1862725-1862746",2,11,0,37,37,0.58,0.063218391,0.993865031,0.982299769,18.65501351,0.617965614,0.47135589,0,0.833333333,0.322502752,0.873221161
"11:1884816-1884873",9,6.44444,58.62068966,66,7.379310345,0.53,0.045977011,1,0.889800848,0.136215183,0.662365591,0.666666667,0.333333333,1,0.395030259,0.647329359
"11:1893877-1893904",7,4,78.57142857,66,12.57142857,0.59,0.022988506,1,2.928038446,0.009569272,0.210163592,0.116553237,0,0.508045977,0.200733223,0.457079582
"11:1896866-1896875",1,10,0,50,50,0.59,0,1,0.49126808,5.99881066,0.262640356,0.19821852,0,1,0.07417787,0.89731588
"11:1902827-1902857",9,3.44444,64.51612903,64,0.516129032,0.57,0.011494253,1,0.937924153,0.027598371,0.374065007,0.22380668,0,0.666666667,0.268012831,0.813739367
"11:1910411-1910437",7,3.85714,51.85185185,42,9.851851852,0.55,0.017241379,0.996608187,1.019149885,0,0.273821809,0.175079649,0,0.571428571,0,0.589706978
"11:1917600-1917616",2,8.5,0,45,45,0.57,0.011494253,0.998662791,1.066402154,10.25726969,0.645246838,0.496376428,0,1,0.34740526,0.931194194
"11:192932-192944",2,6.5,53.84615385,58,4.153846154,0.59,0.017241379,0.996959064,0.79784914,1.47091406,0.180116959,0.126545331,0,0.666666667,0.109080962,0.475217436
"11:1931727-1931753",7,3.85714,85.18518519,61,24.18518519,0.57,0.011494253,0.997093023,0.950220709,0.033408648,0.424724602,0.397390137,0,1,0.19326373,0.6801256
"11:1948037-1948066",9,3.33333,56.66666667,53,3.666666667,0.57,0.011494253,1,0.612987279,0.039503654,0.533319733,0.31846488,0,0.666666667,0.427142636,0.918106893
"11:1948041-1948070",9,3.33333,53.33333333,53,0.333333333,0.57,0.005747126,0.999942197,0.647812302,0.095979119,0.299569835,0.229882924,0,0.666666667,0.42514943,0.451573937
"11:194842-194871",8,3.75,43.33333333,65,21.66666667,0.58,0.005747126,0.99566474,0.57897317,0.200909459,0.615002016,0.395165686,0,1,0.510909704,0.983086888
"11:1956136-1956163",9,3.11111,35.71428571,45,9.285714286,0.6,0.005747126,1,0.484802866,0.058930895,0.489245866,0.169573745,0,0.5,0.358821288,0.977082051
"11:1959570-1959579",1,10,0,53,53,0.58,0.011494253,1,3.095215325,6.970540828,0.326057392,0.204811284,0,1,0.181132111,0.968599398
"11:1961653-1961666",1,14,0,54,54,0.56,0.028735632,0.921538462,2.341555992,26.99779184,0.634615385,0.682469436,0.441176471,1,0.163081615,0.621260239
"11:1964026-1964053",6,4.66667,57.14285714,51,6.142857143,0.6,0.011494253,0.995348837,1.143487035,0.236519782,0.440568475,0.468059771,0,1,0.323923184,0.380914044
"11:1977125-1977134",1,10,100,53,47,0.59,0.017241379,0.997660819,1.240358141,11.79960695,0.53126935,0.419767916,0,1,0.340157764,0.955757005
"11:1979843-1979889",9,5.22222,59.57446809,56,3.574468085,0.58,0.022988506,0.995117647,1.032976454,0.087364742,0.63800905,0.542622938,0,1,0.339597459,0.848798467
