"STRLocus","Length","RepeatUnits","GC_STR","GC_Flank","GC_Diff","SequenceComplexity","Missingness","Mean_Posterior","Mean_Indel","Mean_Stutter","He","MeanHe","MinimumHe","MaximumHe","JostD","Probability"
"10:807912-807934",6,3.83333,0,13,13,0.52,0.010173942,1,1.176900087,0.149092011,0.271543476,0.258610886,0.072839506,0.47885546,0.029120074,0.998638237
"10:813747-813776",2,15,0,11,11,0.55,0.033147358,0.965617787,1.125328741,7.08739774,0.710366679,0.644134436,0.238709677,0.793156282,0.262586042,0.999325345
"10:819796-819810",4,3.75,20,19,1,0.55,0.047587791,1,0.427993477,0.120546914,0.021876769,0.058211348,0,0.287356322,0.006707932,0.956376975
"10:82126-82135",1,10,0,6,6,0.51,0.033147358,0.998428377,1.450374296,3.525217472,0.262366052,0.322572628,0.078729405,0.503225806,0.042976265,0.998947031
"10:824615-824661",4,11.75,0,17,17,0.54,0.095503774,0.977476901,1.860842178,0.56835508,0.615833726,0.565384879,0.361290323,0.679955207,0.144515637,0.997669778
"10:824639-824675",2,18.5,0,9,9,0.55,0.044962258,0.978276434,0.62596067,2.423156026,0.58358761,0.535509536,0.374193548,0.620090486,0.114986841,0.995083562
"10:827410-827422",4,3.25,0,17,17,0.57,0.00590745,0.999504787,0.278626952,0.0082064,0.002639173,0.028727445,0,0.205128205,0.002989024,0.850757552
"10:828419-828432",3,4.66667,28.57142857,24,4.571428571,0.57,0.010830325,1,0.225572622,0.192379674,0.493516593,0.339425091,0,0.506048387,0.2350955,0.999982952
"10:834900-834914",1,15,0,17,17,0.54,0.022317033,0.992450487,1.870420133,18.69225453,0.053815482,0.092384312,0,0.322580645,0.007978421,0.663303055
"10:836049-836077",9,3.22222,24.13793103,22,2.137931034,0.51,0.095503774,0.999729437,0.389358932,0.280891844,0.158373613,0.182799539,0,0.433048433,0.025165955,0.993699819
"10:848590-848621",5,6.4,0,17,17,0.56,0.009189367,0.999466711,0.483135591,0.254539539,0.418085942,0.429495823,0.193482393,0.546897547,0.150062363,0.87472631
"10:859094-859112",6,3.16667,47.36842105,24,23.36842105,0.53,0.001312767,1,0.195264966,0.036776644,0.058715501,0.031753351,0,0.180547317,0.002200475,0.976965006
"10:859612-859634",6,3.83333,17.39130435,28,10.60869565,0.58,0.039054808,1,7.5852482,0.129778063,0.198580299,0.219575897,0,0.459770115,0.126196008,0.984860006
"10:863252-863276",6,4.16667,32,18,14,0.55,0.066294716,0.9983058,3.87657237,0.164525717,0.36208909,0.350855231,0.211578947,0.443349754,0.096948455,0.893938412
"10:865954-865964",2,5.5,0,12,12,0.53,0.005579258,1,0.311414639,0.271407061,0.006583009,0.030688453,0,0.232258065,0.004058431,0.939040914
"10:866021-866047",4,6.75,0,18,18,0.55,0.003281917,0.999996707,0.226526946,0.218865816,0.421014341,0.343614163,0.180645161,0.486943385,0.036123004,0.999761384
"10:867178-867191",1,14,0,12,12,0.53,0.068263866,0.994797464,1.637611143,12.31646641,0.165229298,0.174173088,0,0.513328776,0.037351191,0.99975085
"10:869767-869783",1,17,5.882352941,15,9.117647059,0.55,0.084017066,0.999426729,4.423043299,9.478382061,0.387057221,0.319655582,0,0.496551724,0.039822576,0.999999983
"10:870983-871001",2,9.5,0,20,20,0.56,0.002625533,0.999993419,0.340965915,1.869972459,0.104005835,0.105655152,0,0.227879066,0.007854684,0.923760068
"10:872364-872377",2,7,0,19,19,0.55,0.004594683,0.99980877,0.262661404,0.987677451,0.037539354,0.017139803,0,0.110964575,0.00073363,0.871276651
"10:878680-878691",3,4,0,21,21,0.57,0.007548408,1,0.236056914,0.032591802,0.254342807,0.171500373,0,0.469806513,0.059525765,0.999993514
"10:880377-880394",3,6,0,25,25,0.55,0.011158517,1,0.306907642,0.665977326,0.508681063,0.308550409,0.168484848,0.516129032,0.330247496,0.999995315
"10:881977-882022",9,5.11111,10.86956522,24,13.13043478,0.55,0.020347883,1,0.659067584,0.199298695,0.270995056,0.34424538,0.031248799,0.617204301,0.062911249,0.98617395
"10:88694-88706",2,6.5,0,11,11,0.52,0.009189367,0.998052335,0.6475352,0.834325493,0.218444001,0.107395295,0,0.442265151,0.028127582,0.999999372
"10:887052-887061",1,10,0,28,28,0.57,0.012143092,0.999833887,0.97009996,6.632972556,0.079051218,0.081179412,0,0.230467945,0.004372713,0.946889093
"10:888166-888185",3,6.66667,0,22,22,0.55,0.00590745,1,0.284924217,1.346085307,0.256142625,0.200764219,0,0.45802651,0.044194169,0.999947982
"10:888992-889011",3,6.66667,0,15,15,0.56,0.00196915,0.999710622,0.345965937,1.23129621,0.322738149,0.321067061,0.083963477,0.477409355,0.03694415,0.992312364
"10:89067-89083",1,17,0,15,15,0.52,0.025270758,0.9996633,0.685163579,1.001917897,0.054792678,0.042582689,0,0.101460678,0.000571298,0.758670368
"10:89506-89523",6,3,16.66666667,12,4.666666667,0.53,0.018706925,0.997622074,1.009858056,0.035936533,0.085052103,0.116370822,0,0.395698925,0.0204659,0.993032008
"10:91335-91368",2,17,0,15,15,0.48,0.04922875,0.982696817,1.248803259,3.994028673,0.164182275,0.185796311,0.024732177,0.307994536,0.007186436,0.902943469
"10:914256-914276",2,10.5,0,20,20,0.53,0.004922875,0.999023747,0.661004707,3.388292365,0.100385942,0.120246365,0,0.282426014,0.007248445,0.945611597
"10:915284-915298",2,7.5,0,30,30,0.56,0.004594683,0.999614243,0.433661023,6.31255918,0.226187183,0.214909839,0.024691358,0.373072795,0.019937443,0.992908196
"10:91762-91771",2,5,0,12,12,0.54,0.008204792,0.999834547,0.444039209,0.058766329,0.006600389,0.025262881,0,0.2,0.003012486,0.896810688
"10:91810-91822",1,13,0,17,17,0.55,0.020347883,0.998160804,2.247647369,10.80399531,0.072347439,0.039907798,0,0.168433098,0.002071847,0.953523167
"10:918888-918906",2,9.5,0,23,23,0.56,0.004594683,0.99810089,0.650008232,7.823695052,0.576242685,0.485327233,0.289506173,0.645663724,0.14390425,0.999865552
"10:919371-919385",2,7.5,0,10,10,0.52,0.037085658,0.999608044,1.62969622,4.077262419,0.194733274,0.158050876,0,0.370246536,0.016275101,0.999281606
"10:925824-925845",5,4.4,0,21,21,0.58,0.004922875,0.999736148,0.291543112,0.254258965,0.53468077,0.422619608,0,0.587096774,0.167086124,0.999967901
"10:930544-930556",1,13,0,21,21,0.57,0.023301608,0.999139785,1.533396195,13.16878202,0.087952245,0.052047079,0,0.168821323,0.00236593,0.976084131
"10:931394-931412",1,19,0,21,21,0.54,0.018706925,0.999993311,1.945241269,3.293705569,0.045757297,0.055464925,0,0.138888889,0.001815173,0.641105273
"10:935656-935673",1,18,5.555555556,16,10.44444444,0.55,0.011158517,0.999986724,0.816733156,4.828982978,0.106799927,0.05614223,0,0.20446234,0.004583094,0.996813205
"10:93665-93680",2,8,0,13,13,0.54,0.04922875,0.998201588,0.8031335,9.007012636,0.581631884,0.518653409,0.098568099,0.623356723,0.142669151,0.998683928
"10:937296-937310",2,7.5,0,18,18,0.56,0.008532983,0.999986759,3.770146997,2.622884406,0.011867699,0.054095071,0,0.395698925,0.017066582,0.997791445
"10:938951-938963",1,13,0,11,11,0.53,0.005579258,0.999544554,1.971435265,11.15349767,0.211588963,0.16084015,0,0.437381626,0.027109648,0.999990567
"10:939234-939247",1,14,0,20,20,0.53,0.01772235,0.998970932,2.3364156,14.91222533,0.031706111,0.060470828,0,0.308341448,0.006078563,0.795295452
"10:947689-947702",1,14,0,8,8,0.53,0.020347883,0.997892797,2.489470942,14.41252475,0.101801231,0.054895565,0,0.266044634,0.005489168,0.996773627
"10:952586-952601",1,16,0,21,21,0.57,0.082376108,0.997668097,5.733416972,17.29374662,0.042232067,0.042771396,0,0.157257974,0.001012614,0.644467988
"10:954323-954333",1,11,0,19,19,0.56,0.0039383,0.999990115,1.510426015,8.224208938,0.015055728,0.038130857,0,0.255555556,0.005247124,0.637706528
"10:954357-954375",2,9.5,5.263157895,18,12.73684211,0.53,0.089268133,0.999992793,5.598292832,1.257479351,0.061521594,0.045785299,0,0.125970217,0.001604091,0.835300316
"10:954400-954420",2,10.5,0,18,18,0.55,0.001640958,0.999845496,0.467773804,2.817209611,0.082957201,0.127613776,0,0.35,0.01212729,0.966404942
"10:95804-95818",2,7.5,0,17,17,0.57,0.0039383,0.999667216,0.468860865,3.183082762,0.064926766,0.073186007,0,0.280241935,0.004911417,0.985027723
"10:959896-959906",1,11,0,25,25,0.56,0.075812274,0.994353693,2.355920472,8.430874746,0.063221581,0.0665901,0,0.192225086,0.0016623,0.767247423
"10:97073-97086",1,14,0,23,23,0.57,0.040695766,0.995347246,3.552348246,18.06193959,0.118114424,0.138499704,0,0.393974961,0.01602357,0.991368076
"10:976403-976415",3,4.33333,30.76923077,23,7.769230769,0.52,0.010830325,0.999993364,0.221050585,0.216086378,0.199422278,0.185191062,0,0.47311828,0.120125126,0.999336689
"10:976505-976518",3,4.66667,0,24,24,0.55,0.066622908,1,0.245696773,0.226957902,0.116150755,0.082244229,0,0.221969984,0.006667431,0.989432288
"10:984120-984129",1,10,0,14,14,0.56,0.00984575,0.999635399,1.899259912,3.488237479,0.033967333,0.063274943,0,0.395698925,0.016740215,0.948392666
"10:987426-987480",8,6.875,3.636363636,22,18.36363636,0.55,0.062356416,0.999792353,0.349583807,0.397669182,0.229839678,0.216226889,0,0.527796843,0.055017677,0.999881583
"10:997745-997758",3,4.66667,28.57142857,26,2.571428571,0.58,0.032162783,0.999728722,0.9899794,0.259034835,0.033489493,0.069678627,0,0.295566502,0.007559699,0.965263734
"10:998841-998851",3,3.66667,36.36363636,44,7.636363636,0.52,0.012143092,1,0.372438436,0.239940733,0.005965934,0.023340704,0,0.159876543,0.001746511,0.82090979
"11:1004073-1004089",2,8.5,0,12,12,0.52,0.050541516,0.996377463,0.64343548,6.288084592,0.513348623,0.384498791,0,0.559139785,0.188639304,0.999977883
"11:1004125-1004158",2,17,0,15,15,0.54,0.028224483,0.98852077,0.42875928,1.738208869,0.144148023,0.129620762,0,0.298969072,0.010544389,0.994402032
"11:1005218-1005259",3,14,4.761904762,29,24.23809524,0.57,0.056120775,0.999845293,0.25341028,0.753229549,0.092055633,0.083070404,0,0.232542479,0.003519395,0.983275875
"11:1007610-1007647",7,5.42857,21.05263158,21,0.052631579,0.54,0.013127667,0.997562355,0.508596024,0.092334393,0.275028925,0.223457804,0,0.572580645,0.100414539,0.999990476
"11:1008175-1008202",5,5.6,0,12,12,0.54,0.006235642,0.999431968,0.429695634,0.150414931,0.139696715,0.230402823,0.045208154,0.586693548,0.103729194,0.983507091
"11:1009560-1009578",2,9.5,0,16,16,0.56,0.0118149,0.999624709,0.610545869,5.442739567,0.344840127,0.36113745,0.119480588,0.508064516,0.163490544,0.884725997
"11:1009639-1009659",4,5.25,0,35,35,0.57,0.004594683,0.999980218,0.294118879,0.496819974,0.28281559,0.295609751,0,0.501265823,0.080305494,0.995100761
"11:1012518-1012531",1,14,0,21,21,0.55,0.036757466,0.994160136,3.778096952,14.25565864,0.081549919,0.12559661,0.027556112,0.333333333,0.008833875,0.750049196
"11:1012978-1012992",1,15,0,14,14,0.53,0.05710535,0.996126001,3.744096603,15.79254974,0.076006853,0.105317069,0,0.23908046,0.004738679,0.724333806
"11:1014970-1014996",9,3,11.11111111,20,8.888888889,0.55,0.0039383,1,0.534715091,0.150935135,0.138549487,0.108618375,0,0.208968433,0.001461421,0.951350018
"11:1018810-1018819",1,10,0,30,30,0.57,0.003281917,0.999802437,0.746269232,4.075796983,0.276476379,0.146889107,0,0.443463732,0.05092046,0.999999973
"11:1024515-1024532",5,3.6,0,12,12,0.54,0.006235642,0.998956407,0.209307214,0.13039018,0.138393822,0.170214636,0,0.395698925,0.016476711,0.98231073
"11:1029992-1030011",6,3.33333,0,10,10,0.5,0.017065967,0.996614357,0.712842655,0.071836449,0.049196668,0.112561236,0,0.387096774,0.013797096,0.959229843
"11:1030260-1030274",1,15,0,19,19,0.56,0.053823433,0.995653833,3.00599254,17.63391609,0.482471248,0.410658522,0.098765471,0.578909564,0.214644649,0.999999994
"11:1043638-1043647",1,10,0,21,21,0.57,0.025270758,0.999538721,0.390434544,2.457016933,0.294926133,0.266813639,0.124731183,0.494505495,0.078612387,0.999985807
"11:1046141-1046166",2,13,0,24,24,0.57,0.072858549,0.999876106,1.480854162,3.059611212,0.27002156,0.200250921,0,0.376440461,0.015737549,0.99986413
"11:1050362-1050384",1,23,4.347826087,31,26.65217391,0.59,0.020019691,0.999166109,3.696701564,14.76538704,0.036852941,0.046859676,0,0.255555556,0.005515693,0.877919771
"11:1052861-1052877",2,8.5,0,17,17,0.54,0.019363308,0.997871486,0.81200438,2.84104086,0.520136343,0.331712772,0.104230697,0.503225806,0.351627145,0.999977048
"11:1055375-1055387",1,13,0,18,18,0.54,0.041680341,0.993243151,3.386722561,15.58249547,0.147283504,0.175793064,0,0.397260274,0.014226269,0.991855353
"11:1058054-1058070",1,17,5.882352941,22,16.11764706,0.56,0.010173942,0.998753316,0.831977422,7.696254503,0.210263668,0.141706937,0,0.457352762,0.04122678,0.999997504
"11:1061448-1061466",2,9.5,0,15,15,0.56,0.005579258,0.995108911,0.549034182,6.587152375,0.346555355,0.302818778,0.008720893,0.586554983,0.105929507,0.999950973
"11:1063105-1063122",1,18,5.555555556,17,11.44444444,0.54,0.003281917,0.998360224,1.25794894,12.826558,0.502478436,0.211206616,0.064906132,0.514112903,0.397567641,1
"11:1065037-1065053",2,8.5,0,11,11,0.55,0.010502133,0.995578773,0.520085097,2.774496766,0.236220578,0.283918927,0.174639119,0.490322581,0.025892226,0.958243375
"11:1066424-1066433",1,10,0,19,19,0.54,0.014768625,0.998707528,1.239970333,4.451730174,0.009960704,0.038871535,0,0.279569892,0.006405915,0.6126945
"11:1070326-1070341",5,3.2,0,20,20,0.54,0.0039383,0.999779242,0.229573953,0.037450323,0.076634387,0.065064083,0,0.180246914,0.003036482,0.904334194
"11:1074138-1074159",2,11,0,13,13,0.53,0.063012799,0.990161121,1.041750969,0.47778674,0.229259331,0.248413537,0.119186413,0.393162393,0.009422309,0.958719418
"11:1077219-1077260",2,21,0,24,24,0.58,0.042008533,0.946557157,0.759837133,5.330127796,0.811735924,0.755372146,0.529032258,0.846496107,0.268225412,0.99537666
"11:1078835-1078858",3,8,4.166666667,28,23.83333333,0.57,0.003610108,0.999706851,0.291833313,2.448229771,0.567304157,0.380877169,0.191028311,0.576344086,0.330597025,0.999993052
"11:1081556-1081569",2,7,0,20,20,0.57,0.008861175,0.999645695,0.417593899,2.539347778,0.153944006,0.105587715,0,0.312539234,0.015082425,0.999396995
"11:1081700-1081719",2,10,0,18,18,0.57,0.00590745,0.999729284,0.520259022,8.853863083,0.424498889,0.415005606,0.072668432,0.63778354,0.071816554,0.999520622
"11:1082869-1082895",4,6.75,0,23,23,0.57,0.003610108,0.999726614,0.303728184,0.172842859,0.12008387,0.088273478,0,0.180645161,0.0028088,0.958679052
"11:1089180-1089191",3,4,33.33333333,34,0.666666667,0.55,0.073186741,0.999993327,0.331325933,0.304964445,0.049087624,0.025041009,0,0.104147325,0.000736339,0.863596583
"11:1089190-1089211",3,7.33333,63.63636364,29,34.63636364,0.57,0.036757466,0.999996667,0.333669217,0.260252286,0.062942021,0.05413707,0,0.165501166,0.001839055,0.913867009
"11:1095236-1095254",4,4.75,0,16,16,0.52,0.021332458,0.999439973,0.72149212,0.266204834,0.217664255,0.186403371,0,0.486854917,0.01943095,0.999949705
"11:1095252-1095263",2,6,0,18,18,0.55,0.011158517,0.999555261,0.265292973,0.782826801,0.224708203,0.203083219,0,0.508544304,0.020963599,0.999948878
"11:1103587-1103620",2,17,2.941176471,17,14.05882353,0.55,0.045946833,0.987946037,2.142027374,8.046227894,0.423361414,0.440246596,0.17609122,0.605820106,0.083972001,0.988678423
"11:1110215-1110245",5,6.2,0,21,21,0.56,0.0039383,0.99785173,0.439179146,0.252344381,0.476659365,0.519400345,0.305881795,0.75483871,0.115233662,0.992148659
"11:1115224-1115234",3,3.66667,0,20,20,0.53,0.004266492,1,0.182032718,0.130833438,0.338295884,0.177819141,0,0.492371823,0.09984633,0.999999883
"11:1117350-1117374",2,12.5,0,16,16,0.56,0.012471283,0.927902958,1.225492002,5.369815431,0.768156965,0.753834243,0.574781158,0.874871161,0.261500353,0.964518567
"11:1117681-1117698",1,18,5.555555556,25,19.44444444,0.57,0.040367575,0.998225034,3.150024332,11.96258346,0.053510462,0.068422046,0,0.190804598,0.00163895,0.703749417
"11:1120962-1120990",5,5.8,0,18,18,0.56,0.0078766,1,0.370288538,0.237621086,0.47877764,0.401624138,0.219191919,0.647521087,0.066304169,0.999987478
"11:1121090-1121113",1,24,8.333333333,8,0.333333333,0.52,0.040039383,0.998529915,5.211895239,12.17937253,0.049600243,0.060842445,0,0.175403226,0.00171804,0.657778494
"11:112852-112861",1,10,0,9,9,0.47,0.036101083,0.997129724,1.093807234,3.968182771,0.040790061,0.067154258,0,0.258227848,0.005233664,0.67014705
"11:1132236-1132262",3,9,0,20,20,0.55,0.00196915,0.999993423,0.304929849,1.120937205,0.489511977,0.487647737,0.361126157,0.614340863,0.065910748,0.986445703
"11:1132675-1132693",1,19,0,22,22,0.56,0.084345258,0.991225806,6.511596309,23.78597585,0.137505639,0.129386081,0.046233319,0.23107561,0.003196769,0.932106868
"11:1134593-1134617",3,8.33333,0,17,17,0.53,0.039054808,0.999996585,0.348066256,1.279910172,0.277463357,0.234734012,0,0.493067299,0.057935576,0.99991464
"11:1134803-1134817",1,15,0,20,20,0.55,0.014768625,0.999093937,3.888699737,17.59584142,0.480255416,0.443478089,0.361290323,0.482436784,0.087841636,0.999977143
"11:1137391-1137411",1,21,4.761904762,19,14.23809524,0.54,0.011158517,0.999425821,1.244789248,6.238413308,0.234276524,0.164645132,0,0.422721997,0.020130887,0.999998203
"11:1137473-1137484",2,6,0,17,17,0.55,0.048244175,0.999996552,4.823486342,0.736332589,0.019872965,0.036176806,0,0.186206897,0.002197838,0.854503629
"11:1137623-1137633",1,11,0,24,24,0.57,0.00590745,0.99932651,0.786327231,9.589100437,0.04911723,0.082239682,0,0.502469136,0.054393352,0.99129936
"11:1138040-1138053",2,7,0,17,17,0.56,0.0078766,0.99972213,0.479051358,1.215885021,0.249288655,0.178035092,0,0.444957165,0.051377088,0.999976228
"11:1143431-1143443",1,13,0,21,21,0.58,0.032162783,0.999253984,2.487233628,14.8558267,0.165831114,0.085481683,0,0.363352495,0.015566954,0.999979171
"11:1144998-1145015",3,6,0,19,19,0.52,0.001640958,1,0.296076708,1.156899212,0.22989665,0.18504575,0,0.424242424,0.044082027,0.999803056
"11:114534-114544",2,5.5,0,10,10,0.53,0.014112242,0.999973369,0.325555457,0.423199082,0.209872906,0.206686611,0.045269006,0.386643652,0.016881769,0.992598871
"11:1164959-1164970",1,12,0,21,21,0.55,0.018378733,0.998732865,1.212008165,7.762974205,0.286634485,0.283302756,0,0.466924399,0.044671052,0.999991927
"11:1166441-1166459",1,19,0,13,13,0.53,0.059730883,0.998823735,2.628524524,15.92807865,0.085786852,0.0683005,0,0.178583036,0.002447196,0.951421132
"11:1176204-1176215",4,3,25,9,16,0.51,0.020676075,0.99974866,0.866871345,0.051608473,0.099759899,0.081471745,0,0.228806161,0.005984968,0.971939357
"11:118153-118168",2,8,0,8,8,0.47,0.012799475,0.991868351,0.815970033,2.109582223,0.404278757,0.320625925,0,0.457559874,0.036417049,0.999859715
"11:1183438-1183453",3,5.33333,0,20,20,0.55,0.002297342,1,0.297049605,0.941696238,0.132755105,0.108870075,0,0.388080808,0.019701467,0.999726502
"11:119103-119121",4,4.75,0,16,16,0.56,0.068263866,0.995667489,1.644480151,0.268362699,0.543576446,0.490893023,0.434482759,0.59741784,0.104673662,0.994534473
"11:121256-121277",2,11,0,13,13,0.53,0.01378405,0.997387687,1.196364254,8.434635512,0.320447944,0.338764323,0.199793652,0.47311828,0.027485209,0.943512866
"11:1213808-1213820",2,6.5,0,17,17,0.56,0.004922875,1,0.32849354,1.385718141,0.034360639,0.055636402,0,0.279569892,0.00602771,0.9793701
"11:1214973-1214984",1,12,0,18,18,0.55,0.006563833,0.997456227,0.808700724,9.961417255,0.06366539,0.039362392,0,0.112922967,0.001155978,0.806599595
"11:121681-121698",1,18,0,17,17,0.56,0.042993108,0.988947188,3.786212751,26.34181138,0.108496801,0.145640716,0,0.508045977,0.08326979,0.988589205
"11:1218594-1218626",6,5.5,21.21212121,18,3.212121212,0.55,0.000984575,1,0.228824916,0.218663633,0.468859402,0.485044126,0.353097072,0.563434343,0.038573691,0.875649825
"11:1218921-1218948",9,3.11111,0,28,28,0.58,0.010173942,0.999834218,0.250742326,0.096594927,0.246631784,0.219900772,0,0.41754386,0.02214492,0.998785831
"11:1219901-1219920",3,6.66667,0,19,19,0.52,0.00590745,1,0.290453501,1.477835882,0.071985994,0.054710384,0,0.169834495,0.001733371,0.934261521
"11:1230893-1230910",3,6,33.33333333,17,16.33333333,0.57,0.000656383,1,0.282046774,1.023009898,0.367823428,0.339436911,0.117283951,0.483870968,0.032322932,0.99762547
"11:1236893-1236904",1,12,0,27,27,0.56,0.055792583,0.998481057,5.103630241,13.2018137,0.056926233,0.050997681,0,0.134207901,0.000884653,0.734231701
"11:1237544-1237556",1,13,0,23,23,0.56,0.044962258,0.999295533,6.430434723,14.54955389,0.074041811,0.056392268,0,0.142029657,0.001467935,0.894781182
"11:1239649-1239662",2,7,0,14,14,0.52,0.024942566,0.99684618,0.458327972,1.547057023,0.338222118,0.288089028,0,0.452873563,0.022292598,0.999640464
"11:1239726-1239753",2,14,0,13,13,0.55,0.049556941,0.996308702,2.931452887,2.215900683,0.409691648,0.310661193,0.049170667,0.547633925,0.137262845,0.999987547
"11:1245977-1245990",3,4.66667,0,15,15,0.55,0.01772235,0.999679252,0.244251629,0.202480358,0.262537722,0.213051615,0,0.503225806,0.056053141,0.999967447
"11:1247845-1247869",4,6.25,0,16,16,0.55,0.019363308,0.99897925,0.308763891,0.254864869,0.058336235,0.077182516,0,0.288711289,0.006241691,0.976624132
"11:125114-125135",2,11,4.545454545,19,14.45454545,0.55,0.010502133,0.999466003,0.323550192,1.534825864,0.06485533,0.044453876,0,0.133501044,0.000724498,0.900805553
"11:1252599-1252613",1,15,0,20,20,0.53,0.076796849,0.990593672,2.555173057,16.04716382,0.045492402,0.116860939,0,0.513978495,0.035355648,0.86925791
"11:1254175-1254194",2,10,5,20,15,0.52,0.0118149,1,0.657459687,0.620935902,0.014548207,0.058403088,0,0.361290323,0.012931432,0.99466067
"11:1258232-1258254",3,7.66667,0,27,27,0.57,0.007220217,1,0.283048655,1.089968608,0.566790415,0.503547137,0.407098765,0.62720151,0.136431352,0.998395672
"11:1260668-1260682",1,15,0,24,24,0.55,0.049885133,0.996317789,4.413946634,19.85980946,0.069954513,0.070042158,0,0.12773047,0.000958331,0.626870308
"11:1260923-1260936",1,14,0,14,14,0.55,0.003281917,0.999446823,1.389279981,15.8210921,0.230618594,0.145421265,0,0.26966866,0.008719857,0.999983197
"11:1261510-1261533",2,12,0,25,25,0.56,0.0039383,0.999930807,0.614203598,3.727742323,0.422010623,0.379014359,0,0.464516129,0.028540444,0.99825007
"11:126176-126186",1,11,0,20,20,0.56,0.048900558,0.999064872,2.432997112,7.29398578,0.111513946,0.16601567,0,0.375851996,0.016562782,0.965411223
"11:1262297-1262316",3,6.66667,0,22,22,0.55,0.011158517,1,0.265694441,0.691651255,0.188957413,0.215207977,0.009650011,0.597849462,0.10100381,0.999823165
"11:1264355-1264386",3,10.6667,0,15,15,0.52,0.001640958,1,0.262238602,0.687949343,0.143315516,0.109582194,0,0.267979171,0.007788601,0.99572517
"11:1269789-1269802",1,14,0,22,22,0.57,0.0118149,0.998704749,2.516716386,17.36284164,0.255898251,0.238872215,0,0.493518519,0.033841096,0.999992871
"11:1272608-1272629",2,11,0,17,17,0.55,0.007548408,0.999196429,0.236850721,0.891155128,0.033992259,0.042400028,0,0.180645161,0.002033913,0.893000229
"11:1272732-1272758",1,27,3.703703704,20,16.2962963,0.56,0.081391533,0.989024652,6.109653671,21.48742329,0.198410236,0.259160356,0.146829163,0.48045977,0.025381886,0.928654021
"11:1274038-1274055",1,18,0,33,33,0.57,0.061700033,0.996862539,5.013147747,23.53627659,0.097657551,0.131505114,0,0.420710868,0.020053611,0.987846205
"11:127431-127450",2,10,0,10,10,0.52,0.032819166,0.991001018,0.403327474,0.612377283,0.019542352,0.063044753,0,0.425806452,0.021474288,0.998821203
"11:1274710-1274726",2,8.5,0,16,16,0.56,0.015096817,0.995298234,0.396390812,4.176295144,0.322660669,0.331371969,0.145936902,0.502469136,0.206066633,0.893125503
"11:1275086-1275095",1,10,0,10,10,0.52,0.083032491,0.997587688,1.735954172,3.539819164,0.095662769,0.083576219,0,0.191957491,0.002171908,0.95493497
"11:1275255-1275265",1,11,0,15,15,0.55,0.004922875,0.999990106,1.021673765,6.904568436,0.010507953,0.062442588,0,0.490322581,0.039401233,0.938619498
"11:1275966-1275980",1,15,0,13,13,0.55,0.071545783,0.988165429,3.714791026,16.9468669,0.107244227,0.140756719,0,0.360160966,0.014104608,0.912718114
"11:1293208-1293239",2,16,3.125,16,12.875,0.55,0.037085658,0.994972733,1.315488773,3.817351172,0.134580965,0.161008856,0,0.332096475,0.009889165,0.964409157
"11:1295970-1296003",2,17,0,16,16,0.56,0.042664916,0.989328077,0.708781834,4.346535836,0.291640744,0.29820163,0.210964912,0.465225225,0.009267643,0.991235071
"11:1296765-1296785",5,4.2,0,24,24,0.57,0.012799475,0.999700798,1.56150505,0.659023832,0.395569248,0.390677941,0.23908046,0.49691358,0.017506743,0.978347657
"11:1297687-1297727",2,20.5,0,17,17,0.52,0.067279291,0.900702055,2.331437989,11.4223484,0.864111541,0.833899392,0.776344086,0.88372093,0.277772876,0.841008525
"11:1299862-1299882",3,7,0,14,14,0.53,0.005579258,1,0.299075639,0.080564682,0.16464452,0.163663721,0,0.483870968,0.042835699,0.99978965
"11:130296-130314",2,9.5,0,16,16,0.53,0.004594683,0.998905374,0.77751506,9.12853265,0.429993249,0.436470684,0.33266129,0.527160494,0.011398906,0.939938548
"11:1303216-1303227",1,12,0,9,9,0.54,0.035772891,0.997069435,1.604961479,9.691179657,0.33042242,0.236502532,0,0.503469576,0.078602492,0.999999969
"11:1307236-1307251",2,8,0,26,26,0.58,0.006235642,0.999808454,0.435536765,6.230412389,0.522276613,0.536660989,0.434907917,0.657407407,0.042886645,0.974182937
"11:1308132-1308141",1,10,0,12,12,0.53,0.02953725,0.998231316,0.781369837,3.251448175,0.289515075,0.213725746,0,0.472561017,0.033774734,0.999999758
"11:131129-131140",1,12,0,11,11,0.49,0.037742041,0.997687585,1.6207984,3.596307567,0.468441503,0.362620859,0.034719516,0.475058777,0.245492348,0.999999999
"11:131319-131330",4,3,50,16,34,0.56,0.020347883,1,1.096207356,0.046535675,0.074108254,0.045115539,0,0.210972529,0.003316215,0.9885656
"11:131407-131422",2,8,0,21,21,0.58,0.020019691,0.998606832,0.590893486,6.138497754,0.151374869,0.109568724,0,0.272481162,0.005073209,0.996993992
"11:1317487-1317515",9,3.22222,10.34482759,12,1.655172414,0.52,0.016409583,1,1.135306227,0.450153273,0.239791193,0.186512163,0,0.329210472,0.008792837,0.997565097
"11:1318304-1318318",4,3.75,0,19,19,0.55,0.004266492,0.999835201,0.292301474,0.055915677,0.013119583,0.04560202,0,0.322580645,0.009322257,0.989670577
"11:1318598-1318609",3,4,0,14,14,0.54,0.012143092,0.998116279,0.41184295,0.019924276,0.040360866,0.046892211,0,0.175403226,0.002055509,0.827548881
"11:1319128-1319138",1,11,0,17,17,0.51,0.032162783,0.997839946,2.285915055,9.276752753,0.069042561,0.03388975,0,0.121747668,0.001106744,0.908951015
