"Sample","PC1","PC2","PC3","Population","Country","Region","RegionPopulation","Site"
"ERR1063604",-18.7737371655239,-1.31865811126541,-3.47537978729927,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063605",-19.4244496865946,-0.21251127219623,-1.26782684790821,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063606",-19.4781096266579,-1.95357885747293,-0.394582447656509,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063607",-19.8327034438121,-0.230307079682923,-0.753075358970763,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063608",-22.111770999451,-2.51859968683001,-1.0992115230266,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063609",-19.0383690561398,-0.518482759957563,-0.376904283597167,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063612",-20.1954229893353,0.106824808208057,0.00457608876706399,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063613",-19.4522786006724,-0.304471909255252,-2.09701246676203,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063614",-22.0864205038855,-1.83175431584718,0.0439501189184873,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063615",-20.2110277372236,-1.15707802714286,-0.535469821669283,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1063616",-20.852975317601,-1.72935047511575,-1.5708490743882,"WAF","Mali","Africa","Africa-WAF","Nioro du Sahel"
"ERR1081167",-19.1826984228097,-2.05961295641429,-2.40800743419498,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081171",-19.0549230855604,-1.21121365213625,-0.934054785506952,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081172",-18.1772535231087,-0.886306636211791,-2.06060508881107,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081173",-18.7803866000717,-1.14984964439241,-1.51552553929828,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081174",-19.2508413121975,-1.10718340374934,-0.690824999397909,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081175",-18.0978801297517,-0.695898193807872,-2.29826983026197,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081176",-20.0594101337059,-1.69980389358416,-1.80207076761508,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081178",-19.8896693609381,-0.934978376960021,-1.10271882415787,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081179",-18.9875939376688,-0.306346392512779,1.57720304339291,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081180",-20.1913850487241,-2.96992817264203,-1.87351973945865,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081181",-17.9798789593,0.0627715331171874,1.58610963288669,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081184",-18.8292149048516,-1.44272655018145,-1.13360770303018,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081185",-17.8789862791908,-2.01898469669963,-0.403338076263568,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081186",-18.3767590740416,0.925793372200037,-1.47737226930359,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081187",-18.63311432493,-1.66455995862836,-0.882254387054983,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081189",-19.737050338269,-0.152204240600423,-0.111253340025144,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081190",-20.0365498034953,0.412750834432663,-1.34646615663145,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081191",-20.0414866454216,-1.5252724732358,-2.5199462513691,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081192",-19.7224069334054,0.501391797928905,-0.127318556633656,"WAF","Senegal","Africa","Africa-WAF","Pikine"
"ERR1081194",-20.5292624324974,-2.26607758516011,-0.0317173451931216,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081195",-20.8299448867439,-2.78310538623574,-0.510782701348916,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081197",-20.668288501861,0.264505370953449,-1.61337436964075,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081205",-20.4345032406033,-1.65992952073325,-2.68641306886139,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081206",-21.0842867000222,-1.1366176605569,-0.210901538604874,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081207",-21.3613785956498,-1.8719682125054,-1.32543988716892,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081211",-19.3176291386757,-2.11538148995977,-1.70136234129318,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081212",-19.6085676504258,-0.368064393493253,-0.502141287279154,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081213",-18.3949258869572,-1.80138172189074,-2.19073522509556,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081219",-19.331940815309,-1.94210934918255,0.0365301087695065,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081224",-18.3399447455809,-1.10739285334283,-1.92152726392543,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1081231",-18.6254477091383,-0.336365323456364,-0.380498550144713,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1081233",-20.3616111816823,-0.139174177864305,-3.85260357961075,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1081235",-18.26895637142,-0.90967643439759,-1.40276143570549,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1081238",-20.3384339665154,1.13272606769607,-1.79552488927726,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081242",-19.1619268096535,-1.48887013852026,0.0813216485932427,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081243",-19.0615515386375,0.583473433840699,0.286291289046303,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081244",-19.6169495411059,-0.574032494404424,-1.5609137966955,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081245",-19.9461277082088,-0.62266097655694,-1.68739641274297,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081246",-20.5055290496774,-0.209559582466822,-1.41840190676766,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081247",-21.112513113937,-1.16032190913981,-2.5520327941992,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081249",-20.7470098040683,-0.678470772902015,-0.685653182407843,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081250",-20.4390002500175,-0.33513851672827,-2.19062194321938,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081252",-20.4298048523715,-2.18406047433475,-1.84657621661963,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081253",-19.2578271440452,-0.540117753516898,-1.36964592674274,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1081259",-20.396201027813,-0.748756050370759,-0.556179630043205,"WAF","Mauritania","Africa","Africa-WAF","Aioun"
"ERR1081260",-20.1911534869123,-0.768665188518275,-0.231368936786342,"WAF","Mauritania","Africa","Africa-WAF","Aioun"
"ERR1081262",-19.4763451642434,-2.34060212373165,-1.21915231636573,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081263",-21.9077752377183,-2.44110024058029,-0.131966094097281,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081266",-20.1141936495634,-0.999509790469954,-2.6642655454777,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081268",-19.9526036414516,-0.891514804262201,-2.38250533007634,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081269",-19.9939953152076,-0.385143996699137,-1.21747231909596,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081270",-20.710643444209,-1.04800361540539,-4.79604118516461,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081273",-20.540047882181,-1.00894698072044,-4.33116886187187,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081274",-20.6207115371455,-0.206544955047751,-2.46390715148245,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081275",-20.6308557264527,-0.887727340682223,-4.23313373210044,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081276",-20.384785660061,-2.3040335372967,3.37357274491682,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081277",-20.7404390380875,-2.16858100824778,-1.22702215281095,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081281",-18.3046518966015,-1.54414321420346,-1.23699475436793,"WAF","Mauritania","Africa","Africa-WAF","Selibaby"
"ERR1081282",-21.3541403595506,-1.76619579968358,-2.48821047985252,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1081285",-20.8286413625781,-1.94226491356632,-2.11124140151191,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1081286",-22.1379885410641,-1.2808224872884,-2.4285270914386,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1081287",-16.9740380771478,-1.14960693097551,-0.415209881045379,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR108409",-18.1823996328893,-0.625980576107119,-2.69832735869891,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR1099196",-19.7829922353005,-1.76839189504927,-0.397412935745936,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1099198",-20.3352872921685,-0.346699391928545,-0.906202381134017,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1099199",-20.2551607697975,-0.493005684697933,-1.0691743478584,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1099201",-19.5739058108573,-1.48823930713005,-0.947905403728465,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1099204",-18.7961051311184,-1.64704201625836,-0.982730708270666,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1099205",-18.7031798026047,-0.279106373964477,-0.872309578839487,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1099207",-19.8191729972765,0.0123844459682285,0.117362223751045,"WAF","Gambia","Africa","Africa-WAF","Brikama"
"ERR1099210",-19.4073586909109,-2.22582885285731,0.212673609018012,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1099211",-21.2028673636961,-1.68496129131804,-2.28956334428463,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1099212",-19.0645119630835,-1.6324126740297,0.880372170986674,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1099213",-18.9720315493532,0.817259771928484,-1.95249552748998,"WAF","Mauritania","Africa","Africa-WAF","Kobeni"
"ERR1099217",-19.6490939890681,-2.64667365284923,-3.8191052427901,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106506",-19.5924225852695,-0.901435195357664,-0.302804319986638,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106507",-20.5823766404831,-0.854193220026127,-0.110570571705223,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106508",-19.7230864367594,-1.3725039575358,-1.62449172906234,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106511",-19.8702415933019,-1.4566849909361,-1.63960761768167,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106513",-18.4536834503379,-0.495600435472488,-0.0711421220200623,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106514",-18.0304030903583,-1.32047259171123,-3.05336112057055,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106516",-20.465460356445,-1.11708563411003,-1.32243160391333,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106519",-21.7313377886974,-1.93504113866077,-2.53641567686014,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106520",-21.6888280244116,-1.85260700973866,-2.48575749979579,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106521",-19.8691613458792,-2.79400659100001,-0.639260519961659,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106523",-19.9865521231363,-3.05632082582939,-0.0296367918208988,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106524",-21.005259522096,0.432504935108709,-1.91135118703562,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106525",-20.1917979203132,-2.13256386637547,0.673144325364948,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106527",-18.1030669692385,-2.43513764758326,-0.943860849179037,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106528",-19.9283750917994,-0.0861385546815254,-2.09432089370863,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106530",-21.5713700384123,-1.96438011341557,-3.14837933471314,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106532",-19.8041837092639,-1.73414563739502,-1.24479535970099,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106533",-20.0483857590218,-1.94532960767,-2.00202452629983,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106535",-21.3811346892944,-1.82773353171344,-2.46398048099134,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106536",-20.3941554880111,-1.68391601543159,-0.385292076499455,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106537",-20.28307580078,-0.643742349603796,-1.5593192437223,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106538",-19.9113691707955,-1.80836638278667,-0.28547063309116,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106540",-19.6891524215437,-2.48208278557398,-2.4354802948969,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106541",-18.6405383904456,-1.72440079057807,-0.730581871797177,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106542",-21.6323890859819,0.549568575566845,-2.481862164762,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106543",-19.2512542509499,-0.678981773652037,-0.688461608971821,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106544",-19.2779459642797,-0.370088522464463,-2.45515378931938,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106545",-18.150371141916,-0.1040422629096,-1.52055931122015,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106546",-17.8358777139471,-1.65859168279625,-2.33563271477266,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1106549",-18.3364151676135,-2.02043083611821,-0.111568846224211,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106550",-20.9342361207782,-1.06603765626477,-1.48864969320938,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106551",-20.5553520816522,-0.439122066971618,-1.49028458526871,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106553",-19.4334308792661,-1.08251276972361,-0.815212949421531,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106556",-20.2078993260917,-0.464224232217812,-0.826913231723073,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106561",-20.7340153225639,-1.72551736023509,-1.26718113779386,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106566",-21.385886868021,-1.47274732588029,-0.617951483929135,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106568",-21.2115164989385,-1.93801186709539,-3.56125346487177,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106572",-18.4967895236823,-0.818560701314929,-0.58303735355403,"WAF","Mauritania","Africa","Africa-WAF","Nema"
"ERR1106575",-14.9116879382984,1.42435703992233,-0.165219459797821,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106577",-14.8040930456473,1.66490046531095,-0.291637720950639,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106579",-14.7910491273277,0.380367255870916,0.30149321410195,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106581",-14.0684240442255,1.39092133435629,-0.494797265899195,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106582",-14.5055023984829,-0.461921921927418,0.472195727130951,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106586",-14.6833851318607,0.314292051642534,-0.501244215152372,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106587",-14.7138848842459,0.223358394621521,-0.978772734525209,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106590",-14.5959521387299,1.30457396436447,-1.06379602106801,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106606",-14.8545440668048,1.57494027619158,-0.989540313766817,"EAF","Ethiopia","Africa","Africa-EAF","Shewa Robit Town Health Centre"
"ERR1106612",22.6335647769501,-14.4761889392421,0.283044530608806,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1106613",25.1368908238094,-33.9850170963878,2.08906927188365,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1106615",23.3741671660321,-24.0033600519681,1.79760922853933,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1106616",24.202728972576,-26.2302293866477,0.669869611896827,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1106618",20.246316898223,-15.1482150379884,0.854997395469027,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1106619",22.2087727142066,-17.1446966070627,1.50510967133721,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1106621",23.2089243784219,-25.0767140984995,0.609845041423456,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1138759",-21.1993515739057,-0.0937412724009239,-2.72416630419575,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138760",-19.2584727947254,-0.996428841636398,-0.701921312063623,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138764",-21.2306398879287,-0.967902860843282,-0.530486803018564,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138765",-18.0357145874748,-2.64475081304228,-0.588419111220102,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138766",-17.8756488233818,-2.61679448177196,-0.851174359755933,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138767",-18.9898127374794,-1.2380803432173,-2.14849126217863,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138768",-22.8365810353562,-0.825144924651017,-1.638994944239,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138769",-21.0959167452668,-1.55408446797162,-2.01093249682887,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138770",-21.1002102928397,-1.45938639318106,-1.99535846916151,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138772",-17.6584131536473,-0.905494386338366,-2.14373812940411,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138773",-19.1050526711391,-1.5975130789561,-0.825946018899731,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138775",-19.6592886648781,-2.46104749785436,-2.41106056530848,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138777",-20.2752022261403,-0.574134774332604,0.223909196175512,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138781",-19.9059353923879,-2.56277314022423,-2.61943371177076,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138790",-19.8478577073658,-1.2451430531142,-3.32923221578397,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138794",-18.8885158036843,-0.879590321381187,-0.34738465614112,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138797",-18.4259962045991,-1.62288618830692,-0.0711827444395721,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138801",-21.1205058400668,-1.05477743286257,-2.3312993401284,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1138803",-18.2030361214295,-0.769877801719896,0.553747034053728,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR114340",-17.8045223780685,0.532242759517785,32.1144890196209,"SAM","Peru","SAM","SAM","Iquitos, Loreto Province"
"ERR114341",14.0122122605774,4.95912619317267,4.6318593786516,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR114344",13.6855704975819,5.09891040281627,5.74646209518458,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR114347",19.0766770902145,2.82296796979294,1.6492105138424,"ESEA","Cambodia","Asia","Asia-ESEA","Preah Vihear"
"ERR114348",16.9751268431543,5.0363145414859,4.26470247320022,"ESEA","Cambodia","Asia","Asia-ESEA","Preah Vihear"
"ERR114349",20.3468536541041,-6.13052811991063,1.93250649937999,"ESEA","Cambodia","Asia","Asia-ESEA","Preah Vihear"
"ERR114350",11.5832009726503,5.66000066917059,5.00881896104142,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR114353",-18.1009440539683,-1.75679013121517,0.948992471871691,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114358",-19.4325614509045,-0.959775436357507,-1.88548857560199,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114360",-19.4271895005263,-2.59501075514101,-1.20668730776264,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114362",-20.6878877427111,-1.36156019106175,-1.54941178437279,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114366",-18.9754246051017,-1.07789398388561,-0.305798845275768,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114367",-19.987017425735,-1.00457063180065,-1.47888659114718,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114384",-20.8287560119482,-2.11340708143839,-0.754769318638181,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114386",-17.0201503215463,-0.754887835616993,-0.734647228801494,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114388",-19.6449456050507,-1.16138915695254,-0.337173475471801,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114390",-18.4809581975435,-0.478707320958956,-1.30204761712027,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114392",-18.416455089649,-0.428708645310566,0.873670768727117,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114394",-19.2165797715381,-1.72012731685679,-1.88378841845281,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114395",-18.7690976631108,-0.779723890165361,-0.742710740449383,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114399",-18.6224352017532,-0.867507091055913,0.695721703862193,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114402",-17.608795259283,-0.124431714773999,0.863875160305297,"EAF","Malawi","Africa","Africa-EAF","Chikwawa"
"ERR114405",-21.3690935710437,-1.85953156965164,-3.01231369639553,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114406",-20.4924989014385,-1.12355555187689,-1.12249884940341,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114407",-20.4552508134342,-1.24317758175553,-0.519153304509932,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR114409",-18.9630537048141,-2.50297019144785,-1.09370896451961,"WAF","Ghana","Africa","Africa-WAF","Navrongo"
"ERR1172488",-19.8279146499135,-1.01573617399682,-0.110673050373077,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1172489",-20.4672521152022,-0.457549279495403,-3.28959822436768,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1172491",-21.4197878682548,-2.13426335188639,0.114897227819423,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1172499",-20.9123675734996,-1.71382325700181,0.312563165595956,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1172503",-20.8439365508984,-0.459282717317009,-0.582320067894057,"WAF","Gambia","Africa","Africa-WAF","Basse"
"ERR1172506",22.5127382353892,-28.685865147097,-3.06211165756932,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172508",24.3394472580477,-34.2394592681099,0.250250586889691,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172509",23.4212385769305,-34.850973675144,0.679139917492965,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172511",24.5239228711695,-25.7105924543476,0.817223726575972,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172513",23.3692384944241,-27.9441383728449,-1.43505266379379,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172515",18.8641672440436,-8.18222153658388,0.50014108081027,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172516",24.7316548292609,-28.5751495849446,-0.433556484995243,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172517",22.9905355118768,-16.362395198817,-1.9249099491044,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172518",22.8243979488594,-15.5148384232749,-0.470694378960943,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172520",24.903452247632,-34.4931024447085,1.43500320122005,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172522",20.1964731993507,-6.22470759915783,0.747639004761664,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172524",23.9450382128314,-28.8984342845718,-0.468476683340271,"ESEA","Cambodia","Asia","Asia-ESEA","Preah Vihear"
"ERR1172525",24.6611804463861,-30.209427500519,-0.485765018605983,"ESEA","Cambodia","Asia","Asia-ESEA","Preah Vihear"
"ERR1172528",11.2969947399903,3.40625048177712,4.0784394937324,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172530",12.5135470493798,5.0168875410224,1.29761682413578,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172531",13.1632957519969,6.34255228434637,3.94652219978051,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172532",13.5518216239143,6.14818374584051,6.06012000188054,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172534",12.5310156316159,4.58790883318044,4.50054584577675,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172535",18.7905843469172,5.88711871057729,1.34489949822651,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172536",11.8986561576379,3.50189090234613,2.51287322147016,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172543",12.4316507526563,3.89591584270712,2.00321749928911,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172545",10.4614683944566,6.72024350515304,2.09213093471445,"ESEA","Cambodia","Asia","Asia-ESEA","Ratanakiri"
"ERR1172550",25.4314089965706,-34.5324639630923,1.4114626649799,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172552",24.2313074573028,-26.305188773457,0.964620298710408,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172553",24.5335022123499,-34.2369747802099,1.32210587327824,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172554",15.746911841995,3.79911227020724,0.966689690855879,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172556",23.1504882483884,-18.4745578276779,-0.719771117010854,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
"ERR1172557",21.6409144520537,-18.9022052336183,1.15694869412422,"ESEA","Cambodia","Asia","Asia-ESEA","Pursat"
