"STRid","complexity","GC_flank","GC_STR","GC_diff","MaxHe","MeanHe","MinHe","Heterozygosity","JostD","Length","Repeatunits","mean_indel","mean_Posterior","mean_stutter","Missingness"
"VIVAX_STR_9950",0.6,43,0,43,0.233333333333333,0.0212121212121212,0,0.0228556242110159,0.000784188195589073,1,11,0.828146359613917,0.996896551724138,12.0554000215021,0
"VIVAX_STR_9951",0.59,43,0,43,0.514705882352941,0.127200172716347,0,0.220466411416638,0.0319915836149045,1,17,1.95309403473764,0.986823529411765,24.1136744271127,0.0229885057471264
"VIVAX_STR_9952",0.56,50,5,45,0.491666666666667,0.0867294614412155,0,0.131670923511225,0.00758669485542293,1,20,1.82949999640262,0.998092485549133,19.2927768431478,0.00574712643678161
"VIVAX_STR_9954",0.59,49,0,49,0.4,0.104811494758894,0,0.100707194342445,0.00369747718751087,1,15,1.68075432341097,0.994651162790698,21.3212933870978,0.0114942528735632
"VIVAX_STR_9956",0.59,48,52,4,1,0.447619537147668,0,0.660612315101479,0.479875167221664,2,12.5,1.19959556160687,0.999883040935672,9.01622268714379,0.0172413793103448
"VIVAX_STR_9959",0.58,56,70.8333333333333,14.8333333333333,0.285714285714286,0.035978835978836,0,0.0233901844761572,0,8,3,1.01335471055689,0.993117647058824,0.00452488687782805,0.0229885057471264
"VIVAX_STR_9961",0.6,31,0,31,0,0,0,0,0,4,3,0.570055621987757,1,0.00581395348837209,0.0114942528735632
"VIVAX_STR_9962",0.56,37,0,37,1,0.237027243164005,0,0.176739926739927,0.0962123709661849,1,17,3.97983602156383,0.977278106508876,24.4372169592256,0.028735632183908
"VIVAX_STR_9963",0.59,55,54.5454545454545,0.45454545454546,0.28735632183908,0.0462151221940818,0,0.102010265183918,0,2,5.5,1.23382615745577,1,0.27899608922675,0.0344827586206897
"VIVAX_STR_9964",0.58,57,30,27,0,0,0,0,0,3,3.33333,0.514586799659859,1,0,0.0114942528735632
"VIVAX_STR_9965",0.59,58,0,58,0,0,0,0,0,1,10,0.546674995849653,1,5.05437945885133,0
"VIVAX_STR_9967",0.58,40,0,40,1,0.405732696975357,0,0.491219998466375,0.0894855740975593,1,18,3.44599719847677,0.903148148148148,27.5600281201757,0.0689655172413793
"VIVAX_STR_9968",0.54,33,0,33,1,0.0909090909090909,0,0.0121951219512194,0.0424191864228108,1,11,1.5249339832362,0.999146341463415,10.4817372774478,0.0574712643678161
"VIVAX_STR_9969",0.57,47,0,47,1,0.623467375509537,0,0.712085785697009,0.36743369313275,1,22,3.65060392810997,0.777658227848101,13.0872167234712,0.0919540229885057
"VIVAX_STR_9970",0.58,46,0,46,0.564102564102564,0.180273835192165,0,0.266181921870545,0.0123474016546906,1,16,2.36788476705117,0.987738095238095,21.1198317801937,0.0344827586206897
"VIVAX_STR_9973",0.56,53,8.69565217391304,44.304347826087,0.571428571428572,0.186988639647903,0,0.34625322997416,0.00492693708888894,1,23,2.34488356821259,0.999476744186046,16.8162138824191,0.0114942528735632
"VIVAX_STR_9974",0.58,36,0,36,1,0.33843732984333,0,0.316777531411678,0.0526084134110904,1,16,2.70319191009998,0.93969696969697,22.1672776508653,0.0517241379310345
"VIVAX_STR_9975",0.56,48,5.88235294117647,42.1176470588235,0.125,0.0178571428571429,0,0.0236669518106644,0,1,17,0.814196448566643,1,2.78096098524154,0.0344827586206897
"VIVAX_STR_9976",0.57,45,0,45,0.125,0.0113636363636364,0,0.0116959064327487,0,1,13,0.892674822305017,0.999356725146199,13.1341361711292,0.0172413793103448
"VIVAX_STR_9977",0.58,58,0,58,0,0,0,0,0,1,11,1.00823812342237,1,11.5351708301823,0.00574712643678161
"VIVAX_STR_9978",0.56,61,47.7272727272727,13.2727272727273,0.285714285714286,0.0440305308726362,0,0.0799449604403166,0.000540914086735837,9,4.88889,0.865208976619144,1,0.217176058034839,0.0172413793103448
"VIVAX_STR_9979",0.6,59,5.26315789473684,53.7368421052632,0.233333333333333,0.0272691851300852,0,0.0462332301341589,0.00024737450066819,1,19,1.66269764787825,0.991754385964912,19.038984323696,0.0172413793103448
"VIVAX_STR_9981",0.6,50,0,50,0.666666666666667,0.147497892795698,0,0.146742659259794,0.0110556928946997,1,17,2.82943680037612,0.974131736526946,24.9901489680695,0.0402298850574713
"VIVAX_STR_9982",0.57,37,40,3,0,0,0,0,0,3,3.33333,0.58606445449463,1,0.00774243265592453,0.0114942528735632
"VIVAX_STR_9983",0.59,51,70,19,0,0,0,0,0,3,3.33333,0.31718135829362,1,0.0260528249576013,0.00574712643678161
"VIVAX_STR_9993",0.57,33,0,33,0,0,0,0,0,1,14,2.37537906420005,0.999884393063584,14.6624246905194,0.00574712643678161
"VIVAX_STR_9997",0.59,51,0,51,0.125,0.0144453004622496,0,0.0229869606129857,0,1,10,1.09972078774856,1,5.24466152658561,0.00574712643678161
"VIVAX_STR_9998",0.57,55,0,55,0.233333333333333,0.03,0,0.0348125214998281,0,1,14,1.2949546520547,0.997953216374269,17.9528238973272,0.0172413793103448
"VIVAX_STR_9999",0.59,50,0,50,0.0993571011104616,0.0150930697979208,0,0.0464323007309433,0,1,12,1.28219456508301,0.997705882352941,16.8767452180807,0.0229885057471264
"VIVAX_STR_10002",0.6,40,0,40,0.142450142450142,0.0236452001157883,0,0.0344757241942066,0,1,10,1.60174080785995,1,4.5458778155431,0.0114942528735632
"VIVAX_STR_10003",0.54,25,0,25,0.257142857142857,0.0291625615763547,0,0.035429141716567,0,1,10,1.53888501394919,0.997321428571429,7.02536166633065,0.0344827586206897
"VIVAX_STR_10004",0.59,41,0,41,0.125,0.0113636363636364,0,0.0114942528735633,0,1,19,1.15963512162731,0.99816091954023,12.7288581519038,0
"VIVAX_STR_10005",0.59,37,4,33,0.833333333333333,0.204713365730315,0,0.0912634876435782,0.00209186717698387,1,25,2.98057483480018,0.996,20.136862016523,0.0229885057471264
"VIVAX_STR_10006",0.61,45,0,45,0.666666666666667,0.25106295579256,0,0.298679748935863,0.302639359977149,1,14,2.04355622083867,0.963173652694611,21.8801206643934,0.0402298850574713
"VIVAX_STR_10008",0.58,38,30,8,0.125,0.0113636363636364,0,0.0115606936416186,0,3,3.33333,0.432109827597914,1,0.00520751965838671,0.00574712643678161
"VIVAX_STR_10011",0.59,50,0,50,1,0.510190852404485,0,0.478260869565217,0.11965975634095,1,16,3.00278993141051,0.947530864197531,30.3170525243159,0.0689655172413793
"VIVAX_STR_10013",0.58,45,0,45,0.125,0.0176332288401254,0,0.0230541739481114,0,1,14,1.57749692708528,0.992543352601156,21.3489150116747,0.00574712643678161
"VIVAX_STR_10014",0.56,43,0,43,0.333333333333333,0.0562770562770563,0,0.0231198150414797,0.0024467254580979,1,10,0.657175975588983,0.997674418604651,6.58204866482374,0.0114942528735632
"VIVAX_STR_10016",0.57,38,4.76190476190476,33.2380952380952,0.5,0.152274887049872,0,0.323405412756698,0.0959665158623857,1,21,1.81132474534608,0.999418604651163,12.5176037166002,0.0114942528735632
"VIVAX_STR_10017",0.57,38,5.26315789473684,32.7368421052632,0.285714285714286,0.0494553323162324,0,0.0564082120789316,0.000135617799366832,1,19,0.966373168956903,0.997586206896552,14.7300688581439,0
"VIVAX_STR_10018",0.58,44,0,44,0,0,0,0,0,1,10,0.600446015866494,1,8.75706953910725,0.0114942528735632
"VIVAX_STR_10019",0.59,42,0,42,0.666666666666667,0.0606060606060606,0,0.0115606936416186,0.0167253680169248,1,11,0.88783947406076,0.999479768786127,12.7109534381218,0.00574712643678161
"VIVAX_STR_10021",0.58,43,4.16666666666667,38.8333333333333,0.714285714285714,0.453799215584206,0,0.514607775477341,0.120310844697863,1,24,3.58747712156568,0.921481481481481,28.7923009880541,0.0689655172413793
"VIVAX_STR_10022",0.53,67,100,33,0.333333333333333,0.0303030303030303,0,0.0116279069767443,0.00245159927412981,2,6,0.367225452649927,1,0.931489605704126,0.0114942528735632
"VIVAX_STR_10026",0.59,43,40,3,0,0,0,0,0,3,3.33333,0.757311300231989,1,0.045447025953974,0.0114942528735632
"VIVAX_STR_10028",0.56,45,0,45,1,0.0909090909090909,0,0.0116279069767443,0.0428620919748649,1,10,1.16101664115731,1,5.37439210037145,0.0114942528735632
"VIVAX_STR_10029",0.6,53,48.2758620689655,4.72413793103448,0.508333333333333,0.107133018496655,0,0.123495012039904,0.0725786823583759,9,3.22222,0.499882610805441,1,0.142470071362281,0.0172413793103448
"VIVAX_STR_10030",0.56,49,70,21,0,0,0,0,0,3,3.33333,0.31824802467614,1,0.036941249342861,0
"VIVAX_STR_10032",0.55,30,0,30,0.63448275862069,0.276399350930791,0,0.401838264935903,0.0144858729456357,1,20,3.60274107806792,0.894873417721519,22.9401693884701,0.0919540229885057
"VIVAX_STR_10035",0.58,40,0,40,1,0.537404797259607,0,0.512047333903621,0.150604912750135,1,18,2.9470044889406,0.950714285714286,27.8750219923162,0.0344827586206897
"VIVAX_STR_10038",0.59,57,0,57,0.325,0.0525008349336227,0,0.0897144822841416,0.00194333289550137,1,14,1.98138619244206,0.996842105263158,18.1935717279262,0.0172413793103448
"VIVAX_STR_10039",0.57,32,74.0740740740741,42.0740740740741,0.285714285714286,0.0753297355284498,0,0.0995947113148628,9.89785439877157e-05,8,3.375,0.581038716904125,1,0.026756201436388,0
"VIVAX_STR_10040",0.55,43,0,43,0,0,0,0,0,3,4.33333,0.399270492797615,1,0.0932913324647547,0.0632183908045977
"VIVAX_STR_10041",0.58,49,0,49,1,0.236217116217116,0,0.0933917488134356,0.0476684569687882,1,17,2.89383813921688,0.987831325301205,21.5971250442211,0.0459770114942529
"VIVAX_STR_10042",0.59,45,40,5,0,0,0,0,0,3,3.33333,0.446791031075482,1,0.0157563025210084,0.0229885057471264
"VIVAX_STR_10043",0.58,39,0,39,0,0,0,0,0,3,3.33333,0.888342504392055,0.997093023255814,0.00926862150320189,0.0114942528735632
"VIVAX_STR_10044",0.59,33,66.6666666666667,33.6666666666667,0,0,0,0,0,3,4,0.669517452375564,1,0.0660562890501856,0.0229885057471264
"VIVAX_STR_10045",0.56,61,75,14,1,0.409925606824758,0,0.376028729612449,0.0331848914960723,9,3.11111,3.32484347255737,1,0.0349264489697967,0.0574712643678161
"VIVAX_STR_10046",0.57,43,72.7272727272727,29.7272727272727,0,0,0,0,0,3,3.66667,0.643128421709236,1,0.0119568545926567,0.00574712643678161
"VIVAX_STR_10047",0.56,30,0,30,0.125,0.0113636363636364,0,0.0114942528735633,0,1,11,1.94583363368968,0.997988505747126,11.7296404657855,0
"VIVAX_STR_10048",0.58,53,0,53,0,0,0,0,0,1,11,2.22394127588884,1,12.4485173811599,0.028735632183908
"VIVAX_STR_10050",0.58,48,70,22,0.285714285714286,0.025974025974026,0,0.0115606936416186,0.00142193068487524,3,3.33333,0.916391706690412,1,0.00230292702024273,0.00574712643678161
"VIVAX_STR_10053",0.56,51,0,51,0.0714285714285713,0.0127591706539075,0,0.0348764357814133,0,1,19,1.171620293665,0.988529411764706,7.70689501676773,0.0229885057471264
"VIVAX_STR_10055",0.56,50,0,50,0.153846153846154,0.013986013986014,0,0.0117647058823528,0,1,12,4.89368467304973,1,14.1509997025282,0.0229885057471264
"VIVAX_STR_10058",0.58,53,57.8947368421053,4.89473684210527,1,0.349403485202033,0,0.371555316574808,0.306608736046658,9,4.22222,1.91031700845096,1,3.5589928005803,0.00574712643678161
"VIVAX_STR_10059",0.57,56,0,56,0.186206896551724,0.0169278996865204,0,0.034084114012358,0.000113678090745492,1,12,0.947543337401738,1,13.8443827732457,0
"VIVAX_STR_10061",0.58,44,0,44,0.558823529411765,0.127443888092975,0,0.186127744510978,0,1,23,2.62097733595975,0.995178571428571,20.0727771345773,0.0344827586206897
"VIVAX_STR_10062",0.57,42,0,42,0.313390313390313,0.0284900284900285,0,0.0561424490067105,0.00347943430305836,1,10,1.84337499798876,0.999137931034483,13.0867712977306,0
"VIVAX_STR_10063",0.6,48,0,48,0,0,0,0,0,1,10,0.894782317200213,1,5.52023871666377,0.028735632183908
"VIVAX_STR_10064",0.59,44,3.84615384615385,40.1538461538462,0.679802955665025,0.347264198706205,0,0.454545454545455,0.0443328300609092,1,26,2.51600097172675,0.993253012048193,22.6594273000866,0.0459770114942529
"VIVAX_STR_10066",0.58,52,66.6666666666667,14.6666666666667,0,0,0,0,0,3,4,0.394680435087009,1,0.0829666012526123,0.00574712643678161
"VIVAX_STR_10067",0.59,60,5.26315789473684,54.7368421052632,0.571428571428572,0.162910201237695,0,0.481494841642017,0.416573533135061,1,19,2.06746375263406,0.98622754491018,22.3890602474095,0.0402298850574713
"VIVAX_STR_10069",0.56,40,0,40,0.4,0.0470588235294117,0,0.0577627500704424,0.00713801331986908,1,15,3.00575523543882,0.97887573964497,20.8282162189146,0.028735632183908
"VIVAX_STR_10070",0.59,47,0,47,0.238457042665108,0.0216779129695553,0,0.0882333399774102,0.00114735920210517,1,10,0.545926827010536,0.999942528735632,6.13065089872116,0
"VIVAX_STR_10072",0.6,50,6.25,43.75,0,0,0,0,0,1,16,0.521580310301904,1,2.99101705242864,0.00574712643678161
"VIVAX_STR_10073",0.57,58,4.76190476190476,53.2380952380952,0.666666666666667,0.266048411019053,0,0.411207796728159,0.0478405344730757,1,21,2.53616243398988,0.973470588235294,21.6339956371719,0.0229885057471264
"VIVAX_STR_10074",0.58,46,0,46,0,0,0,0,0,1,10,0.55898925547426,1,6.14184800640848,0.0114942528735632
"VIVAX_STR_10075",0.55,38,0,38,0.0338983050847457,0.00308166409861325,0,0.0114942528735633,0,1,10,0.538423889851564,1,6.94574553103894,0
"VIVAX_STR_10078",0.6,40,30,10,0,0,0,0,0,3,3.33333,0.544573165425392,1,0.0140173815531259,0
"VIVAX_STR_10083",0.57,40,30.7692307692308,9.23076923076923,0,0,0,0,0,4,3.25,0.498161218155972,1,0.0580618091958763,0
"VIVAX_STR_10084",0.58,44,0,44,1,0.0969661548270549,0,0.0342788009141015,0.0420052990339831,1,15,2.10384745054959,0.995317919075145,20.6030272102257,0.00574712643678161
"VIVAX_STR_10085",0.55,35,33.3333333333333,1.66666666666667,0,0,0,0,0,5,4.2,1.35283486033873,1,0.0333228618369806,0.0229885057471264
"VIVAX_STR_10086",0.57,24,0,24,0,0,0,0,0,1,11,0.877682934401988,1,8.72279581252168,0
"VIVAX_STR_10089",0.51,20,24,4,0.8,0.537391870581526,0,0.702041699733064,0.548614985763371,4,6.25,2.62622597912283,1,0.486392955310648,0.0402298850574713
"VIVAX_STR_10091",0.54,33,0,33,0.529411764705882,0.14565412263267,0,0.191490791773088,0.0464971072481711,9,3.11111,1.78297983142978,1,0.243335228493985,0.00574712643678161
"VIVAX_STR_10092",0.56,34,0,34,0.666666666666667,0.12677673203989,0,0.092101511263188,0.0147551340243332,1,15,2.58791844279957,0.986071428571429,20.5287368679037,0.0344827586206897
"VIVAX_STR_10094",0.57,45,0,45,1,0.149455142558591,0,0.0571035431716548,0.0485854129413328,1,13,1.1248933322353,0.999883040935672,13.4215890373232,0.0172413793103448
"VIVAX_STR_10096",0.57,49,40,9,0,0,0,0,0,3,3.33333,0.527439699232043,1,0.0489894248016895,0.0114942528735632
"VIVAX_STR_10097",0.59,49,72.7272727272727,23.7272727272727,0,0,0,0,0,3,3.66667,0.456761740408009,1,0.040482637802997,0.0114942528735632
"VIVAX_STR_10098",0.61,58,70,12,0,0,0,0,0,3,3.33333,0.392699993737204,1,0.00589831308245842,0.00574712643678161
"VIVAX_STR_10099",0.6,54,52.1739130434783,1.82608695652174,1,0.518474490706262,0,0.536581970066133,0.0190767471140923,6,3.83333,0.402110195554002,1,0.10852886320544,0.0229885057471264
"VIVAX_STR_10101",0.55,66,36.3636363636364,29.6363636363636,0,0,0,0,0,3,3.66667,0.512509598338079,0.997126436781609,0.0495021898236242,0
"VIVAX_STR_10102",0.59,47,60,13,0,0,0,0,0,3,3.33333,0.636766739592772,1,0.00989879933386903,0
"VIVAX_STR_10104",0.58,54,0,54,0.571428571428572,0.172938434825912,0,0.418086798454897,0.268815119839443,1,15,2.77307564637288,0.994110429447853,19.3123763522251,0.0632183908045977
"VIVAX_STR_10106",0.6,47,0,47,0.857142857142857,0.373145474805073,0,0.577231080008658,0.369504424022248,1,17,3.22914465042067,0.900119760479042,23.8454118300746,0.0402298850574713
"VIVAX_STR_10107",0.59,55,70,15,0,0,0,0,0,3,3.33333,0.45515527960375,1,0.00516102394715111,0.00574712643678161
"VIVAX_STR_10108",0.57,60,0,60,0.285714285714286,0.0285714285714286,0,0.0116959064327487,0.000741736507804956,1,10,0.982396597774876,0.999824561403509,4.12704754412824,0.0172413793103448
"VIVAX_STR_10109",0.58,35,0,35,0,0,0,0,0,1,11,0.661672085213265,1,7.38332576121936,0
"VIVAX_STR_10110",0.58,57,100,43,1,0.197585321360891,0,0.121775025799794,0.0558295353516161,1,10,2.18112033339059,0.996257309941521,12.6315396127498,0.0172413793103448
"VIVAX_STR_10111",0.59,45,4.76190476190476,40.2380952380952,1,0.646882116456153,0.117647058823529,0.618994826311899,0.291370141512034,1,21,2.38028533453638,0.985393939393939,20.3390316348621,0.0517241379310345
"VIVAX_STR_10112",0.56,48,50,2,0,0,0,0,0,6,4,0.831535610791475,1,0.0847156782344267,0
"VIVAX_STR_10113",0.57,53,36.3636363636364,16.6363636363636,0,0,0,0,0,3,3.66667,0.819910121076197,1,0.0232226153717565,0.0114942528735632
"VIVAX_STR_10114",0.59,53,0,53,0.285714285714286,0.0391830391830392,0,0.035429141716567,0.000516703523524351,1,14,1.6075795166333,0.983869047619048,19.192273470111,0.0344827586206897
"VIVAX_STR_10117",0.59,52,0,52,0.0666277030976038,0.00605706391796398,0,0.0229869606129857,0,1,10,0.968143920378312,0.999421965317919,3.97356545603249,0.00574712643678161
"VIVAX_STR_10118",0.56,39,6.25,32.75,1,0.399799012598545,0,0.381492948056416,0.207540764155086,1,32,2.04832257411517,0.999766081871345,13.9649335855841,0.0172413793103448
"VIVAX_STR_10120",0.56,67,100,33,0,0,0,0,0,2,5,0.434318748364073,1,0.0389568948519921,0.00574712643678161
"VIVAX_STR_10121",0.59,46,0,46,0,0,0,0,0,1,11,0.788879984854876,1,8.55639988542328,0.00574712643678161
"VIVAX_STR_10124",0.57,47,0,47,0.666666666666667,0.122670408687358,0,0.056862481516333,0.0205092367655861,1,13,1.60037707634799,0.993410404624277,15.692881314839,0.00574712643678161
"VIVAX_STR_10125",0.58,52,63.6363636363636,11.6363636363636,0,0,0,0,0,3,3.66667,0.528027730259473,1,0.0108676570666996,0
"VIVAX_STR_10126",0.57,53,63.6363636363636,10.6363636363636,0,0,0,0,0,3,3.66667,0.783650016912794,1,0.022446497649506,0.0114942528735632
"VIVAX_STR_10130",0.59,47,0,47,1,0.25864234256987,0,0.350257997936016,0.0598098958445542,1,13,1.40484532865352,0.99672514619883,16.8997918036563,0.0172413793103448
"VIVAX_STR_10131",0.58,42,0,42,0.666666666666667,0.252194553782576,0,0.299838687995698,0.301702611628299,1,12,0.852835465088112,0.995317919075145,13.2330967513619,0.00574712643678161
"VIVAX_STR_10132",0.56,43,0,43,1,0.336812203845406,0,0.531007751937985,0,1,10,0.954772053703579,0.996976744186047,7.34800080268005,0.0114942528735632
"VIVAX_STR_10135",0.58,55,0,55,0.476190476190476,0.0827074493789865,0,0.148827320443824,0.0112407891001228,1,12,0.998593534812528,1,14.152762605107,0
"VIVAX_STR_10136",0.56,49,0,49,0.666666666666667,0.0868627289226201,0,0.0804037591367907,0.0198601031637625,1,10,0.781984879864938,1,7.5656001289318,0.0229885057471264
"VIVAX_STR_10137",0.59,36,6.25,29.75,0.333333333333333,0.0424207002816003,0,0.0458996328029376,0.00134880808191,1,16,0.428360546920898,0.999825581395349,2.68416963568544,0.0114942528735632
"VIVAX_STR_10138",0.52,21,0,21,1,0.174760365292218,0,0.137276378240234,0.0410180582351728,1,15,4.27792656577742,0.968253012048193,21.027006897264,0.0459770114942529
"VIVAX_STR_10139",0.59,43,0,43,0.125,0.0113636363636364,0,0.0116279069767443,0,1,11,0.936797863163308,0.99796511627907,9.76416747947836,0.0114942528735632
"VIVAX_STR_10140",0.57,38,0,38,1,0.113300492610837,0,0.0598348860107552,0.0418683141224141,1,15,1.62411284356391,0.990368098159509,23.6543512706921,0.0632183908045977
"VIVAX_STR_10141",0.57,45,0,45,1,0.0909090909090909,0,0.0115606936416186,0.0428621355265459,1,10,0.811905188740707,1,4.06323013199272,0.00574712643678161
"VIVAX_STR_10142",0.57,39,0,39,0,0,0,0,0,2,5,0.408843827767897,1,0.315640772975177,0.00574712643678161
"VIVAX_STR_10143",0.58,45,0,45,1,0.402379284511916,0,0.413530082691759,0.0561872537299143,1,19,2.97385713339776,0.92922619047619,22.4651536365109,0.0344827586206897
"VIVAX_STR_10144",0.58,41,0,41,1,0.142857142857143,0,0.0451797222775894,0.0684777074375426,1,13,0.879775501435437,0.999655172413793,13.4669676149871,0
"VIVAX_STR_10145",0.58,46,0,46,1,0.147371641620067,0,0.11234950120399,0.0395249793839835,1,16,1.94695379125628,0.994853801169591,21.4396213328771,0.0172413793103448
"VIVAX_STR_10146",0.57,38,0,38,0.661764705882353,0.230103889274275,0,0.377251552795031,0.2157470886827,1,27,3.10174117091465,0.928633540372671,18.9765965361554,0.0747126436781609
"VIVAX_STR_10147",0.59,47,0,47,0,0,0,0,0,2,5,0.572191131111093,1,0.156559407238241,0
"VIVAX_STR_10148",0.57,42,51.7241379310345,9.72413793103448,1,0.37562379662029,0,0.507124613523323,0.0859571269288705,8,3.625,0.993507395352135,0.997109826589595,0.227652995076497,0.00574712643678161
"VIVAX_STR_10149",0.58,49,5,44,0,0,0,0,0,1,20,1.21304955353577,1,14.1515917963882,0.0172413793103448
"VIVAX_STR_10150",0.6,49,0,49,0,0,0,0,0,1,11,0.768009036060285,1,11.016693258683,0.0114942528735632
"VIVAX_STR_10151",0.59,48,0,48,1,0.242911255411255,0,0.104393622393767,0.0436314399218114,1,18,2.09874603443364,0.972155688622754,22.2955092157218,0.0402298850574713
"VIVAX_STR_10152",0.59,47,40,7,0.571428571428572,0.197287414514183,0,0.463234305686248,0,5,3,1.37740728739863,1,0.0428315957598152,0.00574712643678161
"VIVAX_STR_10153",0.57,49,0,49,0.0666277030976038,0.00605706391796398,0,0.0236669518106644,0,1,10,0.498274352858093,1,5.68007648041555,0.0344827586206897
"VIVAX_STR_10155",0.58,48,0,48,0.35632183908046,0.0915729301124839,0,0.111995104039168,0.000832908338726341,1,13,1.79198397075769,0.979825581395349,16.0791636858092,0.0114942528735632
"VIVAX_STR_10157",0.59,60,0,60,1,0.442775042586033,0,0.481536926147705,0.113344862771871,1,19,3.28748474182411,0.915178571428571,20.6856074720191,0.0344827586206897
"VIVAX_STR_10158",0.59,47,0,47,0.491666666666667,0.047778633795583,0,0.0676838284715687,0.0105735335604819,1,13,1.63815692083062,0.996416184971098,19.4808776126771,0.00574712643678161
"VIVAX_STR_10159",0.58,56,63.6363636363636,7.63636363636363,0.125,0.0191627703097604,0,0.0344757241942066,0,3,3.66667,0.458407818055411,0.997093023255814,0,0.0114942528735632
"VIVAX_STR_10160",0.58,35,0,35,0.0689655172413791,0.00626959247648901,0,0.0116959064327487,0,1,11,1.10560220436707,0.997017543859649,10.1370742122863,0.0172413793103448
"VIVAX_STR_10161",0.6,32,0,32,0,0,0,0,0,1,12,1.1932247172692,1,14.5097451636326,0.0229885057471264
"VIVAX_STR_10162",0.49,40,52,12,0,0,0,0,0,8,3.125,4.70246705665468,1,0.0018030814284071,0.0689655172413793
"VIVAX_STR_10164",0.59,43,0,43,1,0.570837357675823,0,0.708333333333333,0.442338561857543,1,20,3.52698326951481,0.8756875,16.2854374041045,0.0804597701149425
"VIVAX_STR_10169",0.6,47,0,47,0,0,0,0,0,1,11,1.11482665474488,1,9.94776918050395,0.0229885057471264
"VIVAX_STR_10174",0.58,56,0,56,0.133333333333333,0.0121212121212121,0,0.0115606936416186,0.000688419970020752,1,18,1.1633164959034,0.999421965317919,14.608207386518,0.00574712643678161
"VIVAX_STR_10175",0.58,58,25,33,0,0,0,0,0,4,3,0.33220904248766,1,0.00972608803875755,0
"VIVAX_STR_10177",0.58,44,4.34782608695652,39.6521739130435,1,0.167583361049786,0,0.194773175542406,0.0832010712112804,1,23,1.62694696033365,0.99603550295858,15.62455826928,0.028735632183908
"VIVAX_STR_10178",0.62,46,0,46,0.233333333333333,0.0420505463755025,0,0.0798468499825965,0,1,14,1.91779722203212,0.990411764705882,17.2549095034072,0.0229885057471264
"VIVAX_STR_10180",0.59,66,50,16,0.0338983050847457,0.00338983050847457,0,0.0115606936416186,0,2,5,0.375954317928357,1,0.0932619269557129,0.00574712643678161
"VIVAX_STR_10182",0.57,46,0,46,0.6,0.102891131520896,0,0.103057199211045,0,1,15,1.51132669530224,0.988994082840237,19.4649652798219,0.028735632183908
"VIVAX_STR_10183",0.59,64,66.6666666666667,2.66666666666666,0.285714285714286,0.025974025974026,0,0.0115606936416186,0.0840361890689807,8,3.375,0.778877300483306,1,0.0154015958937492,0.00574712643678161
"VIVAX_STR_10184",0.58,44,0,44,0,0,0,0,0,1,11,0.80289131228873,1,8.0969744349742,0.00574712643678161
"VIVAX_STR_10186",0.55,42,0,42,1,0.306477538056485,0,0.175363558597091,0.0428582592795882,1,14,2.52341159535537,0.989940476190476,21.5935945191553,0.0344827586206897
"VIVAX_STR_10190",0.57,68,60.7142857142857,7.28571428571429,0.666666666666667,0.0941558441558441,0,0.0358525009127418,0.00423427955992634,9,3.11111,0.936713691190847,1,0.0167450463695929,0.0459770114942529
"VIVAX_STR_10191",0.58,55,63.6363636363636,8.63636363636363,0.253968253968254,0.0287866559053,0,0.0571035431716548,0.00032369997758493,3,3.66667,0.487801247545253,0.997076023391813,0,0.0172413793103448
"VIVAX_STR_10195",0.58,43,0,43,1,0.240559241070638,0,0.243098055215558,0.0428022986428264,1,15,1.33044515729749,0.997558139534884,17.544166902118,0.0114942528735632
"VIVAX_STR_10196",0.6,43,0,43,0.142857142857143,0.0221292831462323,0,0.0350156630699619,0,1,13,1.37571719543637,0.996411764705882,19.1661794867298,0.0229885057471264
"VIVAX_STR_10197",0.59,50,30,20,0,0,0,0,0,3,3.33333,3.23251746989301,1,0,0.0344827586206897
"VIVAX_STR_10198",0.58,44,0,44,1,0.154321540528437,0,0.0682714538283692,0.0461410365918308,1,16,2.93432656344878,0.98406976744186,23.2431052878586,0.0114942528735632
"VIVAX_STR_10199",0.61,42,0,42,1,0.509589968173293,0,0.538605416729014,0.214698086457128,1,21,3.45702783893686,0.87859756097561,16.0092756282455,0.0574712643678161
"VIVAX_STR_10200",0.59,62,0,62,1,0.116883116883117,0,0.0228556242110159,0.0426984327073771,2,5,0.57698654373214,1,0.225946627852911,0
"VIVAX_STR_10201",0.57,46,4.76190476190476,41.2380952380952,0,0,0,0,0,1,21,2.32972188546475,1,10.3214778389923,0.0459770114942529
"VIVAX_STR_10202",0.6,55,76.9230769230769,21.9230769230769,0,0,0,0,0,4,3.25,0.739460598961489,0.997093023255814,0.0342219583274903,0.0114942528735632
"VIVAX_STR_10204",0.59,51,0,51,1,0.632820450100971,0.333333333333333,0.532620080802035,0.0728825798013108,1,17,3.73948592705669,0.938536585365854,23.3607669401443,0.0574712643678161
"VIVAX_STR_10205",0.58,59,0,59,0.0689655172413791,0.0104679802955665,0,0.0245379955524883,0,1,13,2.59387529025639,0.997160493827161,17.9337226092493,0.0689655172413793
"VIVAX_STR_10207",0.58,53,60,7,1,0.393950104377669,0,0.371379428964568,0.343520596169266,9,3.88889,0.957180221389344,0.995146198830409,0.588165720111271,0.0172413793103448
"VIVAX_STR_10208",0.6,56,53.8461538461538,2.15384615384615,0.0338983050847457,0.00308166409861325,0,0.0114942528735633,0,4,3.25,0.54592115327053,1,0.0178739968842998,0
